review_id,product_id,customer_id,rating,review_text,review_date,verified_purchase
RV7490949,P168916,18079577,3,Color looks great,2024-11-15,No
RV8290008,P032898,16128962,5,Color looks great,2024-11-28,No
RV9623733,P122617,80523156,3,Average product,2024-01-27,Yes
RV1508007,P093222,13955772,1,Exceeded expectations,2024-09-01,Yes
RV1184336,P144926,18365626,4,Average product,2024-04-21,Yes
RV4671858,P499262,74965370,5,Color looks great,2024-12-31,No
RV1566163,P228050,58944929,2,Exceeded expectations,2025-01-06,Yes
RV1775198,P879906,51947805,4,Value for money,2024-09-20,Yes
RV2125499,P186454,49591898,1,Very good quality,2024-06-01,Yes
RV8625106,P944626,58176279,4,Color looks great,2024-10-28,Yes
RV6965522,P330284,30963078,1,Color looks great,2024-06-15,No
RV1177314,P639297,31421869,3,Exceeded expectations,2024-09-01,Yes
RV2954737,P541352,55191645,3,Highly recommended,2024-12-28,No
RV2646540,P172584,50685486,5,Not satisfied with material,2024-09-02,No
RV6339148,P251970,88912759,5,Size was perfect,2024-02-14,No
RV3783478,P756769,64523601,1,Poor stitching,2024-12-13,No
RV5926064,P138817,87472606,5,Very good quality,2024-02-04,Yes
RV3176992,P653290,68170367,3,Poor stitching,2024-11-22,Yes
RV3777045,P220793,55023157,3,Very good quality,2024-07-10,Yes
RV5370212,P843034,24218500,1,Not satisfied with material,2024-11-18,Yes
RV2164486,P215944,29594730,5,Very good quality,2024-02-14,Yes
RV3558390,P543275,49764160,3,Exceeded expectations,2024-09-26,No
RV6645696,P170890,17467873,5,Color looks great,2024-08-07,Yes
RV6860293,P343097,65614071,2,Highly recommended,2024-10-31,Yes
RV5962976,P619836,57379981,3,Average product,2024-07-28,No
RV6942914,P038345,67073311,1,Not satisfied with material,2024-09-12,Yes
RV4064245,P890181,44985574,2,Very good quality,2024-11-16,Yes
RV8023811,P237835,39637656,2,Average product,2024-07-01,Yes
RV7670831,P992119,13291435,3,Value for money,2024-05-20,No
RV8238780,P315743,43979045,2,Worth the price,2024-01-17,No
RV6341924,P963096,80535509,4,Color looks great,2024-04-07,Yes
RV8672170,P049382,92582977,3,Exceeded expectations,2025-01-24,Yes
RV6660681,P075009,32052642,2,Exceeded expectations,2024-06-18,Yes
RV6659220,P715289,19748558,5,Exceeded expectations,2024-06-26,Yes
RV8851342,P192927,56383368,2,Not satisfied with material,2024-11-18,No
RV5617690,P419874,73814597,1,Not satisfied with material,2024-01-25,No
RV9818573,P310014,92790400,5,Worth the price,2024-08-19,Yes
RV4691176,P193246,85102885,3,Value for money,2024-07-28,Yes
RV7447536,P378571,75589465,3,Size was perfect,2024-10-22,Yes
RV5502973,P412398,62774814,3,Color looks great,2025-01-24,No
RV8702173,P464877,72965394,5,Color looks great,2024-04-04,Yes
RV5651123,P121747,75698218,2,Highly recommended,2024-08-15,Yes
RV3461615,P407383,23233098,2,Very good quality,2024-07-04,No
RV8607694,P191217,40117088,4,Exceeded expectations,2024-10-01,Yes
RV8279655,P166554,32545394,5,Size was perfect,2024-04-29,Yes
RV1091407,P062017,11594412,4,Color looks great,2025-01-28,No
RV1298601,P008422,67865276,4,Worth the price,2024-09-09,Yes
RV8568712,P144347,64647039,1,Very good quality,2024-03-24,Yes
RV4436202,P993757,81275130,2,Average product,2024-02-08,No
RV5316649,P742250,85135652,2,Poor stitching,2024-06-05,No
RV7169533,P073877,24356466,1,Average product,2024-02-09,No
RV9775036,P028978,14146026,3,Exceeded expectations,2024-04-03,Yes
RV8986608,P122005,20421543,3,Highly recommended,2024-06-05,Yes
RV1267949,P948621,82652583,2,Exceeded expectations,2024-09-23,No
RV6376600,P138960,14431652,5,Size was perfect,2024-03-06,Yes
RV2644880,P778064,70072659,4,Color looks great,2025-01-29,No
RV4224278,P606937,58999631,1,Worth the price,2024-09-28,No
RV9000707,P596959,68170367,5,Worth the price,2024-04-21,Yes
RV1392686,P170035,94123454,3,Very good quality,2024-07-21,No
RV5575014,P687827,66108467,4,Size was perfect,2024-08-06,Yes
RV6428067,P998510,21313592,5,Exceeded expectations,2024-07-25,No
RV9977391,P514265,36957140,5,Average product,2024-02-02,Yes
RV3769154,P160794,66990098,4,Poor stitching,2024-07-06,Yes
RV6317706,P605488,84381412,2,Poor stitching,2024-07-04,No
RV7765300,P846497,44705002,4,Poor stitching,2024-12-24,Yes
RV4083240,P871530,66218299,2,Not satisfied with material,2024-07-21,Yes
RV6954019,P844684,90385365,3,Average product,2025-01-15,No
RV4054831,P577207,90539159,5,Color looks great,2024-11-16,Yes
RV5536569,P541132,85212816,3,Not satisfied with material,2024-08-19,Yes
RV8011389,P833487,97903503,2,Color looks great,2024-05-24,Yes
RV4104073,P591535,32801529,5,Highly recommended,2024-02-12,Yes
RV2399181,P604258,26630068,2,Color looks great,2024-10-30,No
RV1465150,P322217,58894849,2,Poor stitching,2025-01-01,Yes
RV4850459,P847918,38933399,2,Highly recommended,2024-08-17,No
RV3888730,P306761,33307727,5,Color looks great,2024-04-14,Yes
RV8564831,P394964,38465774,1,Exceeded expectations,2024-07-29,Yes
RV4178988,P258833,36325126,1,Color looks great,2024-11-09,No
RV6394329,P235879,31339027,5,Average product,2024-09-23,Yes
RV3609641,P100966,79057948,1,Very good quality,2024-01-13,Yes
RV5046988,P052425,59480764,2,Color looks great,2025-01-23,Yes
RV5538899,P192711,33068582,3,Not satisfied with material,2024-08-10,No
RV8620132,P123974,14972512,2,Size was perfect,2024-03-12,Yes
RV7531141,P359543,44381363,2,Very good quality,2024-06-23,Yes
RV6324312,P469009,40495836,4,Color looks great,2024-07-29,No
RV9346567,P991601,61223487,4,Color looks great,2024-03-30,Yes
RV8426379,P676851,23510096,1,Highly recommended,2025-01-13,No
RV2194499,P176543,37666135,1,Size was perfect,2024-08-21,No
RV4924504,P826680,22741141,4,Worth the price,2024-10-11,No
RV2217552,P418722,14896654,2,Highly recommended,2024-06-06,Yes
RV2437640,P841910,33843898,2,Not satisfied with material,2024-11-11,No
RV2985689,P641830,38399925,5,Highly recommended,2024-06-20,Yes
RV3411413,P837922,94891180,5,Value for money,2024-03-02,Yes
RV9602320,P568460,62499453,4,Value for money,2024-01-11,No
RV7580517,P954279,23947598,3,Highly recommended,2024-01-02,Yes
RV9330734,P478519,76757060,2,Highly recommended,2024-11-18,No
RV5035152,P943238,25068349,3,Size was perfect,2024-05-28,Yes
RV2253642,P114107,70472457,1,Size was perfect,2024-08-17,No
RV7738748,P847657,85557125,1,Worth the price,2024-07-26,No
RV9781861,P457034,90539159,3,Average product,2024-12-16,No
RV5162488,P017962,40493631,1,Color looks great,2024-12-23,No
RV7523023,P159503,29356049,2,Value for money,2024-02-17,No
RV6819736,P987521,50066919,4,Worth the price,2024-10-12,No
RV4548178,P764760,13464198,2,Color looks great,2024-08-19,Yes
RV8706244,P289568,14256882,5,Value for money,2024-09-01,Yes
RV9680740,P793818,84911989,4,Color looks great,2024-10-07,Yes
RV3092184,P637206,66834945,5,Worth the price,2024-05-04,Yes
RV3986169,P165864,31587084,1,Exceeded expectations,2024-02-03,No
RV8344540,P799702,90825099,3,Not satisfied with material,2024-05-14,Yes
RV6980932,P425646,59130274,4,Average product,2024-12-31,No
RV2234993,P890488,17536704,1,Value for money,2024-01-06,Yes
RV9796607,P991238,39904604,3,Worth the price,2024-09-03,Yes
RV8001597,P116373,42298192,1,Color looks great,2024-11-22,Yes
RV4951201,P403994,15350123,4,Worth the price,2025-01-12,Yes
RV2255255,P747890,78254030,1,Color looks great,2024-01-10,No
RV1110718,P835083,54347210,3,Value for money,2025-01-19,No
RV5603868,P789520,45771890,1,Poor stitching,2024-02-09,Yes
RV9124279,P673664,16074269,3,Value for money,2025-01-09,No
RV5983273,P493635,14400364,2,Size was perfect,2024-02-28,No
RV3607550,P675916,43470741,4,Size was perfect,2024-09-24,Yes
RV9985065,P477297,74331406,5,Not satisfied with material,2024-08-28,No
RV3161241,P690780,57502875,1,Exceeded expectations,2025-01-21,Yes
RV7403620,P660430,81120556,1,Color looks great,2024-02-07,Yes
RV9598771,P513275,63920046,3,Exceeded expectations,2024-04-27,Yes
RV2925648,P809958,66645815,1,Color looks great,2024-10-25,Yes
RV2692336,P435055,65941343,3,Value for money,2024-09-25,Yes
RV4940434,P364512,94493847,4,Poor stitching,2024-02-08,No
RV6767082,P927475,77010919,5,Value for money,2024-05-25,No
RV1742911,P801117,41577244,2,Color looks great,2024-02-21,No
RV5261691,P226869,31012802,2,Not satisfied with material,2024-06-10,No
RV4060062,P167057,11955664,1,Exceeded expectations,2024-07-01,Yes
RV9812549,P599989,73965951,1,Color looks great,2024-05-01,Yes
RV7736820,P258938,35463376,2,Worth the price,2024-01-07,No
RV9979356,P549031,40041507,4,Value for money,2024-11-18,Yes
RV8778453,P732387,72136713,1,Worth the price,2024-11-03,No
RV1495974,P430447,78089997,3,Size was perfect,2024-05-12,Yes
RV4614231,P930246,65164162,3,Average product,2024-09-19,No
RV4880808,P617185,59322146,5,Not satisfied with material,2024-09-27,Yes
RV3432186,P489499,47563185,4,Highly recommended,2024-06-13,No
RV8085479,P426992,29098770,4,Color looks great,2024-07-25,Yes
RV4537485,P886184,23105007,1,Average product,2024-12-24,Yes
RV8809598,P598639,90060302,2,Exceeded expectations,2024-09-18,No
RV8956566,P752106,67421360,5,Very good quality,2024-09-03,Yes
RV3660028,P185129,80833402,3,Very good quality,2024-10-28,Yes
RV6114507,P136998,87676531,2,Exceeded expectations,2024-09-22,No
RV2752237,P490079,11012710,5,Color looks great,2024-04-23,Yes
RV5181122,P508551,26981886,4,Average product,2024-12-24,No
RV1773790,P761996,13158272,2,Worth the price,2024-07-26,Yes
RV2037547,P180879,54914364,4,Not satisfied with material,2024-07-12,Yes
RV8158117,P854785,67470887,4,Exceeded expectations,2024-04-08,Yes
RV8760680,P075109,41006532,4,Color looks great,2024-06-21,Yes
RV8172277,P629223,84484120,1,Worth the price,2024-03-31,No
RV7423485,P828107,61343676,2,Poor stitching,2024-12-23,Yes
RV6649182,P820703,53113612,3,Very good quality,2024-08-29,No
RV9714429,P762164,14146026,4,Exceeded expectations,2024-09-28,Yes
RV2169108,P337235,55856822,3,Highly recommended,2024-03-26,No
RV7395159,P687184,42613022,1,Worth the price,2024-12-15,Yes
RV1622909,P881439,75849612,1,Exceeded expectations,2024-06-30,Yes
RV6768432,P199415,52887038,3,Size was perfect,2024-06-23,Yes
RV4413091,P736574,69890860,4,Highly recommended,2024-01-14,Yes
RV2085390,P039847,80946707,2,Exceeded expectations,2024-07-22,Yes
RV9788041,P016791,54238138,3,Value for money,2024-04-13,Yes
RV5849695,P501522,83525203,5,Size was perfect,2024-06-08,Yes
RV4500264,P740446,62213416,4,Size was perfect,2024-08-06,No
RV7554958,P430716,54603322,4,Value for money,2024-11-25,No
RV7191819,P332740,85772712,1,Size was perfect,2024-09-01,No
RV5585783,P047168,54684839,3,Color looks great,2025-01-15,No
RV3843625,P968341,96293827,4,Value for money,2024-01-09,Yes
RV1934525,P882250,77193704,5,Color looks great,2024-03-07,Yes
RV9809274,P570701,84085032,3,Very good quality,2025-01-15,Yes
RV5074218,P910210,17169719,1,Highly recommended,2024-05-06,No
RV7924132,P655596,77828302,3,Worth the price,2024-06-25,No
RV9466393,P110472,85968008,3,Value for money,2024-03-27,No
RV3284536,P194196,69696670,5,Size was perfect,2024-08-24,Yes
RV4369847,P230566,66091493,5,Size was perfect,2024-03-08,No
RV6433968,P246763,46338404,1,Color looks great,2024-06-19,No
RV1393745,P925746,87346401,4,Color looks great,2024-08-03,No
RV8755462,P922055,47706243,5,Poor stitching,2025-01-22,No
RV7175912,P212218,15835496,5,Highly recommended,2024-11-12,Yes
RV4736272,P715289,86981050,5,Very good quality,2025-02-01,No
RV2398494,P131582,81902226,2,Color looks great,2024-04-11,No
RV2130508,P463472,66119130,1,Average product,2024-01-18,Yes
RV2687706,P142716,76937054,4,Worth the price,2024-07-12,No
RV9044818,P632405,60815705,5,Worth the price,2024-12-24,No
RV4247433,P316240,47080074,1,Worth the price,2025-02-04,No
RV2898396,P415793,44350414,2,Average product,2024-06-21,Yes
RV9144463,P411791,95135203,2,Average product,2025-01-25,No
RV8531981,P655597,23795723,5,Exceeded expectations,2024-07-15,No
RV3196459,P939461,72339449,5,Size was perfect,2024-10-25,No
RV9398712,P351224,29109979,2,Poor stitching,2024-06-19,No
RV4933127,P328079,11664297,2,Very good quality,2024-07-09,No
RV1994065,P366020,11077917,4,Highly recommended,2024-07-23,Yes
RV3910306,P921147,50104981,4,Worth the price,2024-07-23,Yes
RV2330064,P460087,67073311,5,Size was perfect,2025-01-18,Yes
RV3394108,P015387,52520305,3,Worth the price,2024-07-23,Yes
RV8852742,P578869,15658473,3,Very good quality,2024-06-20,No
RV2704568,P787027,88580656,2,Average product,2024-08-22,Yes
RV9663831,P536062,92035060,4,Poor stitching,2024-01-06,No
RV4672099,P894202,43990210,5,Highly recommended,2025-01-04,No
RV1556444,P431577,21476867,2,Average product,2024-05-29,Yes
RV8793918,P519386,19136694,5,Not satisfied with material,2024-05-05,Yes
RV4986677,P491609,34944622,1,Color looks great,2025-01-09,No
RV9717149,P931312,86902114,4,Not satisfied with material,2024-07-28,Yes
RV7290300,P888986,79592929,1,Exceeded expectations,2025-01-11,Yes
RV7129640,P072786,78458292,4,Poor stitching,2024-04-21,No
RV2069242,P546764,60621290,4,Not satisfied with material,2025-01-05,No
RV6359497,P607219,43210050,4,Exceeded expectations,2024-03-17,No
RV5373994,P816248,29104113,5,Worth the price,2024-11-24,Yes
RV7556497,P141692,75104021,4,Worth the price,2024-08-03,No
RV3419733,P463714,20552747,2,Size was perfect,2024-10-19,Yes
RV8930391,P018083,24229127,4,Size was perfect,2025-01-20,No
RV5317221,P363069,90680113,5,Exceeded expectations,2025-01-14,Yes
RV6877379,P981306,68900778,2,Size was perfect,2024-10-09,Yes
RV6657509,P913465,71572110,2,Average product,2024-10-16,Yes
RV1473050,P469676,12195558,4,Exceeded expectations,2024-08-07,No
RV2500428,P491605,61924212,1,Size was perfect,2024-03-06,Yes
RV9262253,P116785,82122433,4,Size was perfect,2024-10-22,No
RV5437537,P511667,98590618,4,Highly recommended,2024-10-27,No
RV5286099,P814834,71668827,4,Value for money,2024-12-27,Yes
RV1830133,P373771,45103854,3,Size was perfect,2024-02-15,No
RV1235584,P492716,35862593,4,Color looks great,2024-01-22,Yes
RV6504194,P643166,94843926,5,Not satisfied with material,2025-01-08,Yes
RV4847931,P402573,86080899,3,Size was perfect,2024-12-01,No
RV1336557,P547908,20992946,2,Exceeded expectations,2024-09-05,Yes
RV3380964,P425067,19267760,1,Value for money,2024-12-22,Yes
RV1974722,P844138,10097046,2,Color looks great,2024-03-28,No
RV4258460,P896086,24262623,3,Size was perfect,2024-03-18,Yes
RV8965271,P458026,22699843,2,Poor stitching,2024-07-16,Yes
RV7290284,P502212,89935020,1,Size was perfect,2024-11-03,Yes
RV1513516,P860700,42715142,5,Very good quality,2024-03-25,Yes
RV1843752,P536062,99369593,5,Color looks great,2025-01-28,Yes
RV9242598,P449144,15976743,5,Very good quality,2024-05-18,Yes
RV2187879,P601046,86186533,5,Average product,2024-05-08,Yes
RV2764263,P787823,49000243,5,Highly recommended,2024-05-28,Yes
RV8659081,P679361,22530493,3,Not satisfied with material,2024-11-27,No
RV8299689,P473002,60286273,1,Very good quality,2024-03-29,No
RV6018731,P481044,77094409,4,Very good quality,2024-02-24,Yes
RV5803893,P568564,59135785,4,Worth the price,2024-09-29,No
RV1305030,P780537,39276717,2,Highly recommended,2024-10-16,Yes
RV6784397,P211008,42896812,4,Worth the price,2024-11-11,Yes
RV7787415,P709978,97602509,1,Color looks great,2024-02-23,No
RV6953525,P228883,54374971,3,Average product,2024-09-15,Yes
RV5443291,P913998,49728554,3,Value for money,2024-08-15,Yes
RV7417020,P911012,67479439,4,Not satisfied with material,2024-01-06,Yes
RV4983822,P196027,59270776,2,Color looks great,2024-12-15,Yes
RV8302060,P992507,96031489,2,Highly recommended,2024-01-02,Yes
RV9895490,P128135,22872666,5,Average product,2024-06-07,No
RV5484662,P049528,14805299,4,Very good quality,2024-09-02,No
RV8087874,P108833,55498877,2,Poor stitching,2024-09-28,Yes
RV4000582,P952539,22530493,4,Worth the price,2024-11-17,Yes
RV6184249,P743475,44004628,2,Not satisfied with material,2024-09-25,Yes
RV4313334,P738768,50896654,3,Color looks great,2025-01-01,Yes
RV3275586,P487707,97549366,3,Color looks great,2024-05-15,No
RV5584859,P328436,88472358,3,Average product,2024-06-12,Yes
RV4821680,P615471,58646333,1,Not satisfied with material,2024-01-19,Yes
RV6648940,P275781,33786776,3,Size was perfect,2024-01-15,Yes
RV2425301,P435144,84932978,1,Worth the price,2024-03-25,Yes
RV3287677,P433040,79474483,1,Exceeded expectations,2024-11-25,Yes
RV5556220,P036329,74307798,5,Poor stitching,2024-07-05,No
RV7980462,P339642,18677192,2,Highly recommended,2024-08-19,Yes
RV6906344,P211642,36032207,2,Very good quality,2024-10-23,No
RV2430623,P778646,86749408,3,Color looks great,2024-06-06,No
RV9225226,P123357,47182787,2,Highly recommended,2024-02-27,Yes
RV5248384,P637679,89040336,3,Exceeded expectations,2024-02-08,No
RV5459749,P527256,64685181,3,Not satisfied with material,2025-01-31,No
RV5757724,P625791,22799530,5,Worth the price,2024-03-03,Yes
RV4646952,P387519,64860098,4,Very good quality,2024-01-24,No
RV7414869,P101252,29537864,2,Not satisfied with material,2024-11-10,No
RV2960619,P883153,99504810,1,Color looks great,2024-09-24,Yes
RV2862385,P799993,11349930,4,Worth the price,2024-11-03,No
RV9693852,P515036,93926861,2,Exceeded expectations,2024-05-02,Yes
RV9092239,P912664,97784384,2,Average product,2024-01-19,Yes
RV7862706,P402871,38254996,3,Very good quality,2024-03-20,No
RV8252078,P504918,19561459,3,Very good quality,2024-03-02,Yes
RV8090169,P150537,81453163,3,Value for money,2024-09-11,Yes
RV3380515,P558535,94957976,3,Value for money,2024-06-15,No
RV6680016,P974310,27558607,1,Exceeded expectations,2024-04-20,No
RV8543433,P856625,68900778,5,Very good quality,2025-01-30,Yes
RV2938763,P086811,61265767,2,Very good quality,2025-01-25,Yes
RV9391548,P866739,57593381,4,Color looks great,2024-12-12,Yes
RV3851868,P064195,87679314,2,Very good quality,2024-07-06,Yes
RV3708332,P776873,65948211,2,Average product,2024-05-20,No
RV6018330,P112870,63346140,1,Very good quality,2024-05-27,Yes
RV8217282,P780507,36997684,5,Very good quality,2024-09-02,No
RV1915483,P912521,80316716,3,Very good quality,2024-03-16,Yes
RV1650921,P650188,54402557,5,Value for money,2024-09-04,No
RV4061937,P649406,45652986,2,Highly recommended,2024-04-05,No
RV7619895,P310357,35770689,1,Size was perfect,2024-09-21,Yes
RV4649511,P011947,25929177,2,Not satisfied with material,2025-01-31,No
RV6152636,P317042,48058054,1,Value for money,2024-06-11,Yes
RV1120808,P855466,15127015,2,Not satisfied with material,2024-06-30,No
RV2897907,P629223,68076957,2,Not satisfied with material,2024-08-07,Yes
RV9260381,P804007,95067099,3,Size was perfect,2024-08-02,No
RV6476367,P193483,79777323,5,Color looks great,2024-04-15,Yes
RV2703155,P380830,87763891,5,Color looks great,2024-10-02,Yes
RV5533038,P584440,49986732,2,Worth the price,2024-09-27,Yes
RV8918611,P159766,10023891,3,Color looks great,2024-10-19,Yes
RV2194895,P195384,24106380,1,Poor stitching,2024-02-26,Yes
RV3430996,P374181,34232433,4,Not satisfied with material,2024-09-09,No
RV7195600,P915449,31833009,4,Poor stitching,2024-01-13,Yes
RV1160536,P605531,89701645,4,Very good quality,2024-05-05,Yes
RV5139786,P525759,36121630,5,Very good quality,2025-01-15,No
RV5552109,P073787,65793283,5,Value for money,2024-11-08,Yes
RV2336154,P641011,55190569,4,Value for money,2024-05-19,No
RV5580199,P596664,93802024,1,Poor stitching,2024-01-05,Yes
RV1764916,P546844,67479045,2,Size was perfect,2024-11-05,No
RV7485155,P075109,74914887,1,Color looks great,2024-05-11,Yes
RV2438860,P079491,44520524,5,Average product,2024-08-07,No
RV9295605,P713740,50757174,1,Highly recommended,2024-03-28,No
RV1987652,P773648,21207286,3,Worth the price,2025-01-06,No
RV1540107,P655731,56448886,1,Value for money,2024-07-17,No
RV6071681,P656668,75288494,2,Color looks great,2024-08-19,Yes
RV7310753,P875025,99716092,5,Average product,2024-05-04,No
RV1096059,P767447,31997285,2,Poor stitching,2024-01-21,Yes
RV4716591,P780103,65160800,1,Highly recommended,2024-07-07,No
RV5797798,P162026,44911024,3,Exceeded expectations,2024-12-17,No
RV6267260,P308775,86444532,5,Poor stitching,2024-08-13,No
RV9906772,P727799,91108695,4,Average product,2024-01-02,Yes
RV5653885,P631716,26149957,5,Very good quality,2024-12-24,Yes
RV4061050,P419262,85368885,5,Size was perfect,2024-10-27,Yes
RV7017239,P161208,25933921,3,Size was perfect,2024-12-05,Yes
RV6785932,P409901,50641919,3,Size was perfect,2024-10-23,Yes
RV1777698,P705437,27973579,2,Exceeded expectations,2025-01-16,No
RV6954298,P024328,25588795,3,Average product,2024-04-15,Yes
RV7333527,P983900,49764160,2,Highly recommended,2024-04-30,No
RV1055096,P282468,82361206,1,Poor stitching,2024-02-23,Yes
RV2497343,P660932,93524929,3,Very good quality,2024-04-06,Yes
RV2451512,P402880,97920552,5,Size was perfect,2024-11-09,Yes
RV7056932,P947874,26630068,2,Highly recommended,2024-01-05,Yes
RV5630236,P507184,11634838,3,Color looks great,2024-02-28,No
RV7171858,P499245,76243313,5,Average product,2024-06-20,Yes
RV8182418,P171515,49215455,2,Size was perfect,2024-11-12,No
RV7873850,P452496,30848747,4,Very good quality,2024-07-31,No
RV8127659,P194587,83288375,3,Color looks great,2025-01-05,No
RV3541962,P099018,29135754,5,Exceeded expectations,2024-10-06,No
RV3252198,P316240,80928756,5,Poor stitching,2024-01-22,No
RV4255201,P361312,91656275,3,Average product,2024-01-01,Yes
RV7627560,P114594,38095164,4,Worth the price,2024-09-28,Yes
RV5976865,P121795,94334979,5,Average product,2024-07-01,Yes
RV6068456,P255550,29855227,1,Average product,2024-12-03,No
RV2540372,P374181,19790065,5,Poor stitching,2024-06-21,No
RV2156275,P399401,71060051,2,Highly recommended,2024-06-14,No
RV3825063,P108930,93288921,4,Very good quality,2024-02-20,Yes
RV5167589,P581989,95423700,5,Average product,2025-01-19,Yes
RV8820396,P390953,45427529,3,Value for money,2024-07-06,No
RV9443343,P087988,90775419,4,Highly recommended,2024-01-13,Yes
RV6077584,P623137,80339610,1,Highly recommended,2024-04-01,Yes
RV4047901,P910272,19019953,3,Worth the price,2024-05-15,Yes
RV3290568,P155673,16846129,5,Worth the price,2025-01-27,Yes
RV8537636,P468315,19847410,2,Value for money,2024-08-24,Yes
RV3448140,P909971,66740888,3,Average product,2024-01-01,Yes
RV3316311,P846793,93055212,4,Worth the price,2024-12-04,Yes
RV3497100,P521291,93980224,4,Highly recommended,2024-05-29,No
RV1119868,P723870,23126195,3,Very good quality,2024-08-25,No
RV5608305,P419736,98179421,3,Very good quality,2024-10-10,Yes
RV9733779,P833584,68805229,2,Worth the price,2025-02-02,Yes
RV7835467,P505055,33709130,2,Poor stitching,2024-03-03,No
RV4721578,P152422,45151156,3,Very good quality,2024-02-20,Yes
RV5316601,P526356,16784739,2,Size was perfect,2025-01-19,No
RV8939952,P434459,93639222,2,Exceeded expectations,2025-01-12,Yes
RV3066476,P444117,99888106,3,Highly recommended,2024-09-04,No
RV9962669,P991839,96401066,2,Average product,2024-10-28,Yes
RV6835412,P130730,77939223,4,Value for money,2024-06-24,No
RV9500318,P809136,47373176,2,Not satisfied with material,2024-09-11,Yes
RV6415531,P587048,59504147,1,Exceeded expectations,2024-04-28,No
RV6149435,P536929,36566989,1,Size was perfect,2024-04-07,No
RV5074648,P635306,93304582,4,Value for money,2024-06-07,No
RV8430557,P077410,20750694,2,Value for money,2024-12-19,No
RV7011229,P263354,22989707,2,Not satisfied with material,2024-08-07,No
RV2774648,P049788,69804338,1,Size was perfect,2024-12-06,No
RV7182783,P181488,63319839,5,Not satisfied with material,2024-12-27,No
RV1585879,P521444,94201076,5,Color looks great,2024-01-09,No
RV8146997,P799901,75718442,1,Size was perfect,2024-03-25,Yes
RV4856924,P301250,33116628,5,Average product,2024-11-28,Yes
RV2956809,P529513,87252686,1,Average product,2024-08-03,No
RV1816057,P374043,55767192,1,Size was perfect,2024-06-28,Yes
RV8325601,P831675,59137565,3,Very good quality,2024-05-30,Yes
RV2879054,P499262,57519750,5,Value for money,2024-09-24,No
RV7015161,P899619,42791592,4,Worth the price,2024-05-18,Yes
RV7148580,P023419,84155093,3,Worth the price,2024-04-10,No
RV6142855,P691586,77777825,2,Size was perfect,2024-04-01,No
RV8218686,P559258,81116142,2,Value for money,2024-12-14,Yes
RV3343003,P225998,84635868,2,Worth the price,2024-05-07,Yes
RV3477251,P173618,96682488,4,Size was perfect,2024-11-22,No
RV5782426,P026312,96393658,4,Average product,2024-06-28,Yes
RV3517585,P017402,85078762,3,Value for money,2024-06-10,Yes
RV9157730,P480929,87374199,3,Average product,2024-12-26,Yes
RV7493132,P847565,49945037,1,Highly recommended,2024-03-20,No
RV5464942,P799821,15863517,4,Poor stitching,2024-11-23,Yes
RV3440977,P349676,74332246,4,Value for money,2024-09-05,No
RV6682233,P885193,56399636,4,Value for money,2024-04-03,No
RV4940897,P523597,95659705,2,Color looks great,2024-08-19,No
RV6406031,P252358,70837764,2,Size was perfect,2024-11-17,No
RV5225492,P820423,76979404,1,Poor stitching,2024-06-17,Yes
RV9875133,P436834,91690037,4,Exceeded expectations,2024-05-31,Yes
RV7828526,P616097,83194904,3,Not satisfied with material,2024-01-30,Yes
RV8200242,P558071,76092439,2,Worth the price,2024-04-08,No
RV7198214,P830140,57788372,3,Worth the price,2024-06-10,No
RV7472303,P638284,48716084,1,Exceeded expectations,2024-07-02,Yes
RV7648051,P559816,70682782,5,Not satisfied with material,2024-12-23,Yes
RV2719509,P777157,22237035,2,Average product,2024-06-01,Yes
RV8078728,P591408,40243758,5,Very good quality,2025-01-03,Yes
RV4403846,P139263,50296138,5,Very good quality,2024-01-15,Yes
RV8964743,P298547,15367325,1,Exceeded expectations,2024-10-10,No
RV6578603,P566930,77280383,4,Very good quality,2024-11-28,Yes
RV4702545,P813448,13633174,5,Average product,2024-05-20,No
RV8360421,P034906,25929177,5,Poor stitching,2024-12-18,Yes
RV5875050,P387436,49872258,1,Size was perfect,2024-09-22,No
RV7763689,P762851,48036926,1,Average product,2024-12-01,Yes
RV9838621,P522744,34260824,3,Worth the price,2024-01-24,No
RV2011133,P965297,34008674,1,Poor stitching,2024-08-15,No
RV6124890,P967124,22851676,5,Worth the price,2025-01-03,No
RV5065604,P769917,65133363,2,Poor stitching,2024-01-14,Yes
RV3480168,P364571,99143920,1,Value for money,2024-12-29,Yes
RV4461061,P187297,45569920,3,Exceeded expectations,2024-04-24,No
RV1093302,P135941,61527139,1,Not satisfied with material,2024-01-19,Yes
RV6702168,P057809,18289707,2,Poor stitching,2024-12-03,No
RV1281458,P870137,25548371,1,Size was perfect,2024-10-12,No
RV7805035,P428038,37823331,3,Highly recommended,2024-05-02,No
RV8338123,P861895,35681152,2,Highly recommended,2024-05-30,Yes
RV5567900,P963765,78331578,5,Highly recommended,2024-02-26,No
RV7842042,P138081,11117978,3,Very good quality,2024-07-21,Yes
RV8393929,P246221,15343190,3,Exceeded expectations,2024-11-17,Yes
RV6464402,P023419,55934686,1,Poor stitching,2024-08-03,No
RV3191941,P559777,30761659,4,Exceeded expectations,2024-03-30,Yes
RV8761500,P957934,91098997,2,Value for money,2024-07-07,Yes
RV4497166,P702988,27830163,1,Worth the price,2024-01-13,No
RV1921440,P738425,47148131,1,Average product,2024-11-17,No
RV2268406,P772826,30017120,3,Size was perfect,2024-07-05,No
