inventory_id,product_id,brand,available_stock,warehouse,restock_date,stock_status
INV2332771,P036017,Brand_15,14,Mumbai FC,2026-02-27,Low Stock
INV1689550,P986507,Brand_17,76,Bangalore FC,,In Stock
INV4193611,P319348,Brand_11,74,Pune FC,,In Stock
INV1967680,P466197,Brand_36,421,Bangalore FC,,In Stock
INV2338261,P975613,Brand_15,284,Delhi FC,,In Stock
INV3496329,P256450,Brand_36,391,Pune FC,,In Stock
INV4726609,P441686,Brand_49,307,Delhi FC,,In Stock
INV1428877,P955888,Brand_20,256,Chennai FC,,In Stock
INV7812388,P123361,Brand_31,216,Delhi FC,,In Stock
INV8758717,P202552,Brand_30,27,Mumbai FC,2026-03-24,Low Stock
INV2625189,P427343,Brand_2,177,Delhi FC,,In Stock
INV2273086,P091263,Brand_31,161,Hyderabad FC,,In Stock
INV5382365,P289494,Brand_48,358,Delhi FC,,In Stock
INV9250698,P522659,Brand_34,194,Pune FC,,In Stock
INV7699824,P956833,Brand_39,66,Chennai FC,,In Stock
INV1227548,P007089,Brand_22,11,Bangalore FC,2026-03-15,Low Stock
INV8171739,P078751,Brand_35,283,Bangalore FC,,In Stock
INV7996687,P271066,Brand_49,251,Chennai FC,,In Stock
INV1965891,P884418,Brand_44,131,Mumbai FC,,In Stock
INV3795814,P587961,Brand_40,126,Hyderabad FC,,In Stock
INV9060981,P340268,Brand_4,432,Bangalore FC,,In Stock
INV5840430,P078960,Brand_4,312,Pune FC,,In Stock
INV3773452,P292211,Brand_18,455,Bangalore FC,,In Stock
INV6438282,P078532,Brand_36,207,Pune FC,,In Stock
INV9542281,P918920,Brand_4,407,Mumbai FC,,In Stock
INV3780441,P922704,Brand_44,9,Pune FC,2026-03-28,Low Stock
INV6863660,P677124,Brand_45,375,Delhi FC,,In Stock
INV2581982,P289905,Brand_21,203,Bangalore FC,,In Stock
INV3044975,P345729,Brand_22,82,Hyderabad FC,,In Stock
INV6762015,P288967,Brand_13,425,Hyderabad FC,,In Stock
INV3662577,P037292,Brand_34,425,Hyderabad FC,,In Stock
INV6585073,P262923,Brand_25,459,Delhi FC,,In Stock
INV5817825,P418953,Brand_48,322,Bangalore FC,,In Stock
INV7314286,P633944,Brand_3,106,Pune FC,,In Stock
INV7128912,P260868,Brand_2,174,Pune FC,,In Stock
INV8679448,P514265,Brand_38,300,Pune FC,,In Stock
INV8683122,P189354,Brand_47,436,Mumbai FC,,In Stock
INV9961862,P104507,Brand_30,197,Mumbai FC,,In Stock
INV9767261,P019757,Brand_40,484,Chennai FC,,In Stock
INV5484040,P356439,Brand_33,465,Hyderabad FC,,In Stock
INV1570165,P249189,Brand_38,415,Chennai FC,,In Stock
INV9260928,P822155,Brand_40,225,Delhi FC,,In Stock
INV8691796,P839524,Brand_46,382,Bangalore FC,,In Stock
INV2721252,P455634,Brand_17,124,Pune FC,,In Stock
INV3082932,P345760,Brand_31,326,Pune FC,,In Stock
INV5064715,P023864,Brand_24,95,Mumbai FC,,In Stock
INV5099843,P179666,Brand_10,455,Chennai FC,,In Stock
INV5194554,P893256,Brand_38,485,Delhi FC,,In Stock
INV4248074,P697379,Brand_15,496,Hyderabad FC,,In Stock
INV6772748,P022905,Brand_21,398,Pune FC,,In Stock
INV2639220,P395902,Brand_42,318,Chennai FC,,In Stock
INV6423897,P892460,Brand_39,390,Chennai FC,,In Stock
INV9690018,P142954,Brand_50,80,Chennai FC,,In Stock
INV3877839,P553190,Brand_25,251,Pune FC,,In Stock
INV6258192,P329808,Brand_33,298,Delhi FC,,In Stock
INV9795705,P130442,Brand_10,131,Mumbai FC,,In Stock
INV1693807,P983509,Brand_33,268,Mumbai FC,,In Stock
INV7073430,P287891,Brand_1,104,Mumbai FC,,In Stock
INV5274739,P050004,Brand_42,48,Chennai FC,2026-02-26,Low Stock
INV9364480,P517541,Brand_44,325,Delhi FC,,In Stock
INV9439462,P546516,Brand_22,153,Delhi FC,,In Stock
INV1534250,P923970,Brand_40,66,Delhi FC,,In Stock
INV2983636,P078751,Brand_35,353,Bangalore FC,,In Stock
INV1536684,P969736,Brand_10,102,Bangalore FC,,In Stock
INV7719141,P326185,Brand_48,440,Hyderabad FC,,In Stock
INV1778449,P358603,Brand_9,468,Chennai FC,,In Stock
INV1181115,P548659,Brand_28,254,Bangalore FC,,In Stock
INV5889291,P513520,Brand_37,110,Bangalore FC,,In Stock
INV1624287,P171664,Brand_41,215,Delhi FC,,In Stock
INV8953364,P031491,Brand_44,288,Bangalore FC,,In Stock
INV2633641,P164653,Brand_31,114,Chennai FC,,In Stock
INV9995531,P434064,Brand_17,296,Pune FC,,In Stock
INV5680408,P748361,Brand_42,497,Delhi FC,,In Stock
INV3754965,P207812,Brand_39,259,Chennai FC,,In Stock
INV4516146,P546038,Brand_35,447,Chennai FC,,In Stock
INV9425876,P992346,Brand_3,488,Hyderabad FC,,In Stock
INV9946904,P237095,Brand_29,284,Mumbai FC,,In Stock
INV8389669,P535382,Brand_9,29,Bangalore FC,2026-03-20,Low Stock
INV1976524,P666836,Brand_8,117,Delhi FC,,In Stock
INV6972562,P646831,Brand_34,33,Bangalore FC,2026-02-19,Low Stock
INV7568901,P468353,Brand_42,375,Mumbai FC,,In Stock
INV5945662,P972060,Brand_21,313,Bangalore FC,,In Stock
INV3390586,P519442,Brand_31,74,Chennai FC,,In Stock
INV8363172,P646765,Brand_45,230,Bangalore FC,,In Stock
INV4664131,P809220,Brand_32,358,Bangalore FC,,In Stock
INV5198146,P591535,Brand_24,237,Mumbai FC,,In Stock
INV4204369,P846890,Brand_26,496,Chennai FC,,In Stock
INV7286338,P648696,Brand_30,209,Mumbai FC,,In Stock
INV6136726,P822078,Brand_4,475,Pune FC,,In Stock
INV1836050,P591408,Brand_7,311,Mumbai FC,,In Stock
INV8759624,P004322,Brand_35,138,Hyderabad FC,,In Stock
INV1450383,P427246,Brand_45,261,Pune FC,,In Stock
INV8732534,P958923,Brand_1,254,Chennai FC,,In Stock
INV1909385,P625405,Brand_14,220,Hyderabad FC,,In Stock
INV5741655,P747890,Brand_19,338,Chennai FC,,In Stock
INV3652789,P895152,Brand_13,441,Mumbai FC,,In Stock
INV2956395,P384922,Brand_15,109,Mumbai FC,,In Stock
INV6083467,P780750,Brand_2,432,Hyderabad FC,,In Stock
INV5849834,P489516,Brand_35,310,Chennai FC,,In Stock
INV2591849,P124270,Brand_34,314,Bangalore FC,,In Stock
INV6258096,P346816,Brand_50,95,Pune FC,,In Stock
INV4071318,P734888,Brand_27,29,Mumbai FC,2026-02-20,Low Stock
INV1041954,P734285,Brand_44,241,Bangalore FC,,In Stock
INV1501605,P873593,Brand_44,199,Pune FC,,In Stock
INV6658106,P461018,Brand_23,279,Chennai FC,,In Stock
INV1373613,P038291,Brand_16,399,Pune FC,,In Stock
INV2346699,P191245,Brand_32,430,Delhi FC,,In Stock
INV7857069,P492212,Brand_12,405,Chennai FC,,In Stock
INV5498561,P880085,Brand_32,231,Mumbai FC,,In Stock
INV1849107,P866463,Brand_35,240,Hyderabad FC,,In Stock
INV4575563,P623750,Brand_38,92,Delhi FC,,In Stock
INV3779900,P334436,Brand_22,28,Delhi FC,2026-04-16,Low Stock
INV5058357,P993093,Brand_45,325,Chennai FC,,In Stock
INV7033299,P677658,Brand_2,422,Delhi FC,,In Stock
INV5511840,P175365,Brand_46,318,Chennai FC,,In Stock
INV5187729,P994832,Brand_23,400,Chennai FC,,In Stock
INV9071147,P890488,Brand_43,274,Chennai FC,,In Stock
INV3563760,P528409,Brand_11,365,Hyderabad FC,,In Stock
INV3479651,P787587,Brand_9,175,Hyderabad FC,,In Stock
INV8448693,P184063,Brand_34,322,Delhi FC,,In Stock
INV2989695,P951766,Brand_33,27,Mumbai FC,2026-02-25,Low Stock
INV5290426,P374547,Brand_16,338,Delhi FC,,In Stock
INV2778067,P392153,Brand_37,95,Pune FC,,In Stock
INV9661581,P938288,Brand_43,98,Pune FC,,In Stock
INV6115883,P828338,Brand_12,213,Bangalore FC,,In Stock
INV7033431,P460568,Brand_21,422,Pune FC,,In Stock
INV7226279,P927542,Brand_18,89,Delhi FC,,In Stock
INV7891051,P864488,Brand_7,101,Chennai FC,,In Stock
INV3324100,P937057,Brand_16,434,Hyderabad FC,,In Stock
INV2737113,P155673,Brand_17,351,Chennai FC,,In Stock
INV4933547,P773648,Brand_26,132,Hyderabad FC,,In Stock
INV3030423,P080833,Brand_33,364,Hyderabad FC,,In Stock
INV3227712,P036535,Brand_12,296,Bangalore FC,,In Stock
INV5504910,P776168,Brand_9,388,Chennai FC,,In Stock
INV1090575,P123215,Brand_10,88,Bangalore FC,,In Stock
INV4824086,P958960,Brand_23,212,Bangalore FC,,In Stock
INV2227611,P558853,Brand_1,418,Delhi FC,,In Stock
INV4729617,P310918,Brand_42,62,Pune FC,,In Stock
INV9957374,P971771,Brand_22,417,Mumbai FC,,In Stock
INV8078377,P830494,Brand_17,437,Pune FC,,In Stock
INV2731392,P341552,Brand_4,451,Bangalore FC,,In Stock
INV4450507,P104210,Brand_28,291,Hyderabad FC,,In Stock
INV2996401,P554605,Brand_19,118,Delhi FC,,In Stock
INV5588732,P330829,Brand_21,461,Mumbai FC,,In Stock
INV4284585,P492373,Brand_13,310,Chennai FC,,In Stock
INV9066735,P144172,Brand_43,341,Mumbai FC,,In Stock
INV6582472,P947874,Brand_21,78,Delhi FC,,In Stock
INV1564159,P613659,Brand_2,368,Mumbai FC,,In Stock
INV5106154,P751971,Brand_48,405,Mumbai FC,,In Stock
INV5136625,P496444,Brand_7,457,Delhi FC,,In Stock
INV7911642,P026159,Brand_12,205,Chennai FC,,In Stock
INV8513346,P616736,Brand_6,422,Delhi FC,,In Stock
INV5954559,P202809,Brand_29,464,Pune FC,,In Stock
INV7827769,P367541,Brand_12,132,Delhi FC,,In Stock
INV2294469,P786880,Brand_9,12,Chennai FC,2026-04-05,Low Stock
INV4317358,P055276,Brand_47,89,Mumbai FC,,In Stock
INV9676982,P439762,Brand_28,270,Delhi FC,,In Stock
INV9100736,P272785,Brand_19,447,Mumbai FC,,In Stock
INV2538248,P702955,Brand_7,346,Chennai FC,,In Stock
INV8893989,P708284,Brand_25,287,Delhi FC,,In Stock
INV9219578,P728831,Brand_49,497,Delhi FC,,In Stock
INV1728244,P994962,Brand_49,379,Hyderabad FC,,In Stock
INV1486502,P418319,Brand_34,410,Delhi FC,,In Stock
INV8339987,P155414,Brand_5,337,Pune FC,,In Stock
INV1930454,P810998,Brand_48,384,Delhi FC,,In Stock
INV6644901,P875363,Brand_6,229,Bangalore FC,,In Stock
INV4436824,P434584,Brand_31,208,Delhi FC,,In Stock
INV4655588,P255550,Brand_43,285,Mumbai FC,,In Stock
INV3296205,P849818,Brand_47,292,Pune FC,,In Stock
INV6246918,P426674,Brand_19,303,Mumbai FC,,In Stock
INV2103306,P369916,Brand_21,148,Hyderabad FC,,In Stock
INV8577969,P734566,Brand_20,459,Delhi FC,,In Stock
INV7825789,P448236,Brand_9,72,Hyderabad FC,,In Stock
INV8349234,P055024,Brand_19,201,Pune FC,,In Stock
INV7010736,P745281,Brand_14,154,Pune FC,,In Stock
INV4790827,P534274,Brand_9,149,Pune FC,,In Stock
INV2147429,P801117,Brand_14,53,Chennai FC,,In Stock
INV8575775,P960030,Brand_20,259,Mumbai FC,,In Stock
INV7462670,P723870,Brand_24,260,Mumbai FC,,In Stock
INV7616155,P316765,Brand_47,430,Chennai FC,,In Stock
INV8629569,P204448,Brand_5,383,Mumbai FC,,In Stock
INV5227044,P975477,Brand_25,295,Bangalore FC,,In Stock
INV7543633,P305285,Brand_49,190,Bangalore FC,,In Stock
INV2987867,P231711,Brand_20,22,Delhi FC,2026-03-12,Low Stock
INV8887202,P589823,Brand_11,231,Delhi FC,,In Stock
INV9620394,P337802,Brand_21,339,Mumbai FC,,In Stock
INV3558234,P644461,Brand_23,371,Pune FC,,In Stock
INV5258577,P334477,Brand_27,304,Chennai FC,,In Stock
INV3420159,P220896,Brand_14,409,Mumbai FC,,In Stock
INV7570119,P330794,Brand_14,162,Chennai FC,,In Stock
INV7395045,P655411,Brand_33,372,Bangalore FC,,In Stock
INV1537351,P968139,Brand_44,253,Mumbai FC,,In Stock
INV7981911,P931457,Brand_49,344,Hyderabad FC,,In Stock
INV4479723,P304933,Brand_15,417,Hyderabad FC,,In Stock
INV7697517,P820226,Brand_24,160,Hyderabad FC,,In Stock
INV8731496,P040620,Brand_17,287,Bangalore FC,,In Stock
INV4417349,P603573,Brand_4,187,Bangalore FC,,In Stock
INV1335289,P161326,Brand_46,283,Mumbai FC,,In Stock
INV3079379,P316316,Brand_22,257,Pune FC,,In Stock
INV5625565,P358759,Brand_7,397,Pune FC,,In Stock
INV5416270,P442386,Brand_38,61,Mumbai FC,,In Stock
INV7972450,P227289,Brand_37,153,Hyderabad FC,,In Stock
INV7032046,P226206,Brand_39,4,Delhi FC,2026-03-07,Low Stock
INV5774383,P645898,Brand_31,254,Chennai FC,,In Stock
INV6797080,P619836,Brand_23,395,Hyderabad FC,,In Stock
INV9538005,P571154,Brand_30,321,Delhi FC,,In Stock
INV7969823,P702578,Brand_22,211,Pune FC,,In Stock
INV5786880,P924571,Brand_19,348,Chennai FC,,In Stock
INV8975044,P274445,Brand_5,474,Hyderabad FC,,In Stock
INV2467570,P641860,Brand_37,240,Delhi FC,,In Stock
INV1718445,P064917,Brand_8,156,Delhi FC,,In Stock
INV5433460,P114876,Brand_25,145,Mumbai FC,,In Stock
INV2918175,P226199,Brand_47,256,Delhi FC,,In Stock
INV1694399,P562041,Brand_23,360,Delhi FC,,In Stock
INV1348828,P220300,Brand_1,166,Pune FC,,In Stock
INV1856171,P925234,Brand_8,4,Bangalore FC,2026-04-16,Low Stock
INV5954062,P131582,Brand_1,416,Hyderabad FC,,In Stock
INV4377442,P722989,Brand_24,273,Hyderabad FC,,In Stock
INV7332318,P826021,Brand_13,298,Chennai FC,,In Stock
INV6036263,P465445,Brand_12,201,Chennai FC,,In Stock
INV7036791,P873743,Brand_26,368,Chennai FC,,In Stock
INV2547420,P763888,Brand_50,21,Hyderabad FC,2026-03-02,Low Stock
INV4479528,P613973,Brand_10,380,Mumbai FC,,In Stock
INV2654080,P618931,Brand_42,160,Mumbai FC,,In Stock
INV3364903,P015602,Brand_34,268,Delhi FC,,In Stock
INV8566119,P779806,Brand_10,111,Hyderabad FC,,In Stock
INV8442957,P478519,Brand_26,92,Chennai FC,,In Stock
INV5398115,P778422,Brand_48,66,Chennai FC,,In Stock
INV1889434,P815346,Brand_44,152,Hyderabad FC,,In Stock
INV3091559,P608663,Brand_40,252,Delhi FC,,In Stock
INV5694800,P501713,Brand_50,268,Chennai FC,,In Stock
INV7997478,P003774,Brand_31,423,Delhi FC,,In Stock
INV2894427,P445245,Brand_26,382,Delhi FC,,In Stock
INV4483116,P744516,Brand_8,451,Mumbai FC,,In Stock
INV3833513,P915627,Brand_41,263,Pune FC,,In Stock
INV7440869,P038928,Brand_43,76,Hyderabad FC,,In Stock
INV1674157,P571154,Brand_30,119,Chennai FC,,In Stock
INV2900988,P185875,Brand_42,45,Mumbai FC,2026-03-09,Low Stock
INV6366275,P152507,Brand_1,269,Pune FC,,In Stock
INV9945710,P145974,Brand_46,246,Pune FC,,In Stock
INV6827042,P051610,Brand_43,400,Hyderabad FC,,In Stock
INV2547577,P215001,Brand_15,296,Hyderabad FC,,In Stock
INV4161502,P997669,Brand_40,54,Hyderabad FC,,In Stock
INV4287274,P726922,Brand_23,398,Mumbai FC,,In Stock
INV5386311,P622081,Brand_46,68,Hyderabad FC,,In Stock
INV6615620,P025581,Brand_20,60,Delhi FC,,In Stock
INV7480225,P127661,Brand_48,164,Mumbai FC,,In Stock
INV8942696,P448057,Brand_46,295,Bangalore FC,,In Stock
INV8671416,P737874,Brand_28,203,Pune FC,,In Stock
INV8743812,P068666,Brand_40,479,Chennai FC,,In Stock
INV6952022,P784377,Brand_12,22,Pune FC,2026-03-06,Low Stock
INV5318638,P536212,Brand_21,245,Delhi FC,,In Stock
INV5123044,P882502,Brand_20,330,Hyderabad FC,,In Stock
INV6210559,P459947,Brand_1,470,Bangalore FC,,In Stock
INV8899004,P054200,Brand_50,123,Mumbai FC,,In Stock
INV7593781,P841669,Brand_49,379,Chennai FC,,In Stock
INV6294238,P328148,Brand_7,74,Chennai FC,,In Stock
INV4976282,P015810,Brand_13,237,Delhi FC,,In Stock
INV6985596,P607036,Brand_28,418,Delhi FC,,In Stock
INV8037653,P134654,Brand_29,388,Mumbai FC,,In Stock
INV4786926,P320638,Brand_1,50,Bangalore FC,,In Stock
INV3062932,P711532,Brand_50,221,Bangalore FC,,In Stock
INV7085868,P337802,Brand_21,180,Delhi FC,,In Stock
INV6328771,P949381,Brand_47,12,Pune FC,2026-03-22,Low Stock
INV6619606,P814633,Brand_30,295,Mumbai FC,,In Stock
INV6601725,P304284,Brand_20,80,Pune FC,,In Stock
INV9870900,P497794,Brand_7,308,Hyderabad FC,,In Stock
INV4313805,P485153,Brand_40,241,Delhi FC,,In Stock
INV8380035,P343097,Brand_17,194,Chennai FC,,In Stock
INV5822106,P750601,Brand_34,177,Pune FC,,In Stock
INV9002751,P314955,Brand_26,33,Pune FC,2026-04-15,Low Stock
INV7556769,P029855,Brand_46,363,Delhi FC,,In Stock
INV3513680,P680328,Brand_48,217,Chennai FC,,In Stock
INV2148197,P350294,Brand_21,214,Mumbai FC,,In Stock
INV5851951,P513520,Brand_37,415,Hyderabad FC,,In Stock
INV7499205,P159652,Brand_3,140,Mumbai FC,,In Stock
INV2161356,P085924,Brand_4,198,Chennai FC,,In Stock
INV6216353,P172247,Brand_20,75,Bangalore FC,,In Stock
INV7090438,P482519,Brand_30,291,Pune FC,,In Stock
INV7179452,P287405,Brand_19,313,Mumbai FC,,In Stock
INV8873615,P302852,Brand_7,451,Delhi FC,,In Stock
INV7605759,P130220,Brand_9,187,Hyderabad FC,,In Stock
INV2232581,P228302,Brand_12,252,Delhi FC,,In Stock
INV3887255,P340247,Brand_5,195,Mumbai FC,,In Stock
INV3868692,P379330,Brand_32,477,Bangalore FC,,In Stock
INV9837190,P842848,Brand_23,292,Bangalore FC,,In Stock
INV1309577,P620998,Brand_32,408,Hyderabad FC,,In Stock
INV4954690,P242125,Brand_3,300,Bangalore FC,,In Stock
INV1248819,P786777,Brand_38,341,Mumbai FC,,In Stock
INV6723974,P011345,Brand_18,176,Chennai FC,,In Stock
INV7382150,P148886,Brand_48,185,Mumbai FC,,In Stock
INV1046820,P060795,Brand_2,22,Hyderabad FC,2026-02-18,Low Stock
INV1978665,P167405,Brand_45,177,Mumbai FC,,In Stock
INV5192409,P902492,Brand_36,206,Hyderabad FC,,In Stock
INV3663868,P925410,Brand_40,46,Mumbai FC,2026-03-16,Low Stock
INV7527916,P820226,Brand_24,22,Chennai FC,2026-03-01,Low Stock
INV5485661,P232454,Brand_50,96,Chennai FC,,In Stock
INV5594504,P258595,Brand_26,3,Hyderabad FC,2026-03-23,Low Stock
INV2110775,P647480,Brand_48,278,Delhi FC,,In Stock
INV4749654,P138102,Brand_7,356,Pune FC,,In Stock
INV9735544,P748983,Brand_43,266,Delhi FC,,In Stock
INV1685998,P507904,Brand_37,25,Delhi FC,2026-04-12,Low Stock
INV6138987,P844056,Brand_2,16,Mumbai FC,2026-03-08,Low Stock
INV5179290,P755959,Brand_6,232,Pune FC,,In Stock
INV9151280,P896097,Brand_35,328,Mumbai FC,,In Stock
INV8078909,P803433,Brand_13,145,Chennai FC,,In Stock
INV1334218,P675916,Brand_2,213,Pune FC,,In Stock
INV2775152,P169384,Brand_29,365,Bangalore FC,,In Stock
INV9457687,P894406,Brand_33,112,Hyderabad FC,,In Stock
INV2941880,P160976,Brand_26,359,Pune FC,,In Stock
INV3415862,P375591,Brand_38,500,Chennai FC,,In Stock
INV3096648,P476536,Brand_1,223,Pune FC,,In Stock
INV6920953,P912425,Brand_4,270,Hyderabad FC,,In Stock
INV6930329,P297810,Brand_5,325,Delhi FC,,In Stock
INV9990107,P227859,Brand_17,103,Mumbai FC,,In Stock
INV1231357,P153790,Brand_46,203,Chennai FC,,In Stock
INV7293461,P513776,Brand_5,381,Delhi FC,,In Stock
INV2049326,P375369,Brand_27,235,Pune FC,,In Stock
INV6969883,P740558,Brand_11,191,Pune FC,,In Stock
INV5171255,P875811,Brand_5,147,Pune FC,,In Stock
INV1692884,P411037,Brand_31,10,Pune FC,2026-04-04,Low Stock
INV9624179,P374365,Brand_26,372,Hyderabad FC,,In Stock
INV7945300,P221225,Brand_17,453,Bangalore FC,,In Stock
INV9754718,P137120,Brand_4,83,Mumbai FC,,In Stock
INV7385829,P692117,Brand_1,128,Chennai FC,,In Stock
INV1710644,P204547,Brand_42,363,Mumbai FC,,In Stock
INV9869384,P169971,Brand_10,452,Hyderabad FC,,In Stock
INV1036333,P023419,Brand_19,156,Bangalore FC,,In Stock
INV5671456,P165747,Brand_33,47,Bangalore FC,2026-03-20,Low Stock
INV6905388,P969733,Brand_50,6,Chennai FC,2026-02-23,Low Stock
INV3852787,P769917,Brand_19,116,Delhi FC,,In Stock
INV5063658,P199176,Brand_6,252,Hyderabad FC,,In Stock
INV6967434,P693421,Brand_31,380,Bangalore FC,,In Stock
INV5482741,P522256,Brand_31,305,Mumbai FC,,In Stock
INV8757787,P633403,Brand_27,499,Pune FC,,In Stock
INV7226858,P288772,Brand_11,343,Bangalore FC,,In Stock
INV7804774,P412693,Brand_28,245,Hyderabad FC,,In Stock
INV6272160,P720487,Brand_21,412,Bangalore FC,,In Stock
INV2741690,P378990,Brand_4,419,Mumbai FC,,In Stock
INV7300866,P822149,Brand_35,328,Bangalore FC,,In Stock
INV3929463,P110172,Brand_43,453,Hyderabad FC,,In Stock
INV7575824,P833172,Brand_32,181,Bangalore FC,,In Stock
INV8615914,P431081,Brand_29,202,Pune FC,,In Stock
INV2322746,P767886,Brand_16,263,Pune FC,,In Stock
INV5412055,P419770,Brand_23,180,Pune FC,,In Stock
INV4265761,P322012,Brand_10,223,Hyderabad FC,,In Stock
INV3311253,P332033,Brand_22,27,Hyderabad FC,2026-03-28,Low Stock
INV7934734,P801619,Brand_40,131,Delhi FC,,In Stock
INV4114273,P348017,Brand_24,324,Chennai FC,,In Stock
INV2195473,P309912,Brand_50,205,Delhi FC,,In Stock
INV8528554,P476571,Brand_19,453,Delhi FC,,In Stock
INV3881987,P743111,Brand_18,38,Chennai FC,2026-03-29,Low Stock
INV8311861,P800186,Brand_48,332,Mumbai FC,,In Stock
INV6865135,P177688,Brand_11,278,Delhi FC,,In Stock
INV7975868,P550119,Brand_36,497,Bangalore FC,,In Stock
INV6973493,P133743,Brand_24,336,Bangalore FC,,In Stock
INV2535960,P048851,Brand_38,201,Bangalore FC,,In Stock
INV2539870,P924165,Brand_26,163,Bangalore FC,,In Stock
INV3031602,P408261,Brand_12,414,Delhi FC,,In Stock
INV5865860,P888058,Brand_37,8,Hyderabad FC,2026-04-17,Low Stock
INV8936989,P789273,Brand_20,282,Chennai FC,,In Stock
INV5775659,P206305,Brand_39,323,Chennai FC,,In Stock
INV5756642,P941340,Brand_34,317,Mumbai FC,,In Stock
INV1067403,P938288,Brand_43,310,Delhi FC,,In Stock
INV7474584,P125467,Brand_46,131,Delhi FC,,In Stock
INV1540137,P103342,Brand_22,239,Pune FC,,In Stock
INV7089977,P613421,Brand_15,203,Delhi FC,,In Stock
INV6935513,P548268,Brand_18,111,Mumbai FC,,In Stock
INV3876005,P187778,Brand_14,98,Bangalore FC,,In Stock
INV1624317,P581014,Brand_47,181,Bangalore FC,,In Stock
INV6588695,P635854,Brand_21,480,Bangalore FC,,In Stock
INV9902391,P353017,Brand_3,346,Hyderabad FC,,In Stock
INV1399067,P442939,Brand_5,6,Chennai FC,2026-02-24,Low Stock
INV5358882,P519442,Brand_31,390,Pune FC,,In Stock
INV6700423,P382740,Brand_27,97,Chennai FC,,In Stock
INV1342123,P903567,Brand_37,311,Chennai FC,,In Stock
INV6173328,P850058,Brand_15,121,Chennai FC,,In Stock
INV4442935,P852124,Brand_37,388,Mumbai FC,,In Stock
INV9228998,P913982,Brand_40,348,Delhi FC,,In Stock
INV5821757,P480929,Brand_13,401,Pune FC,,In Stock
INV1720982,P133551,Brand_28,424,Hyderabad FC,,In Stock
INV6654446,P847961,Brand_31,58,Bangalore FC,,In Stock
INV2034684,P195533,Brand_29,37,Hyderabad FC,2026-03-28,Low Stock
INV1672533,P605488,Brand_29,77,Pune FC,,In Stock
INV4770824,P350561,Brand_8,424,Hyderabad FC,,In Stock
INV5478147,P680635,Brand_1,83,Hyderabad FC,,In Stock
INV2750916,P309556,Brand_48,172,Bangalore FC,,In Stock
INV8100377,P011559,Brand_34,22,Bangalore FC,2026-03-12,Low Stock
INV1750426,P426703,Brand_14,78,Bangalore FC,,In Stock
INV7236708,P983624,Brand_24,67,Chennai FC,,In Stock
INV7978624,P303081,Brand_18,197,Bangalore FC,,In Stock
INV7509059,P325245,Brand_14,71,Delhi FC,,In Stock
INV6564677,P857082,Brand_7,459,Hyderabad FC,,In Stock
INV5125300,P012616,Brand_43,455,Delhi FC,,In Stock
INV1640397,P992307,Brand_38,244,Chennai FC,,In Stock
INV6513876,P780507,Brand_50,354,Bangalore FC,,In Stock
INV6005539,P970248,Brand_15,282,Mumbai FC,,In Stock
INV1958086,P462833,Brand_11,324,Pune FC,,In Stock
INV4997383,P849944,Brand_31,323,Delhi FC,,In Stock
INV2248975,P977906,Brand_46,64,Hyderabad FC,,In Stock
INV2359398,P989292,Brand_14,168,Pune FC,,In Stock
INV6296894,P668088,Brand_16,313,Pune FC,,In Stock
INV4372194,P246557,Brand_24,242,Bangalore FC,,In Stock
INV6403831,P338440,Brand_10,100,Chennai FC,,In Stock
INV1665401,P921819,Brand_1,27,Chennai FC,2026-02-21,Low Stock
INV4035422,P745302,Brand_26,466,Hyderabad FC,,In Stock
INV3667008,P461363,Brand_41,180,Mumbai FC,,In Stock
INV2490457,P656259,Brand_43,298,Pune FC,,In Stock
INV7957627,P202552,Brand_30,129,Bangalore FC,,In Stock
INV7112854,P974310,Brand_33,325,Chennai FC,,In Stock
INV1711955,P280775,Brand_25,404,Hyderabad FC,,In Stock
INV2411258,P171068,Brand_20,339,Delhi FC,,In Stock
INV8082502,P325738,Brand_9,202,Mumbai FC,,In Stock
INV1609071,P979115,Brand_49,500,Hyderabad FC,,In Stock
INV3456429,P700476,Brand_38,38,Hyderabad FC,2026-02-23,Low Stock
INV6098429,P044947,Brand_39,487,Bangalore FC,,In Stock
INV4500538,P285806,Brand_22,280,Pune FC,,In Stock
INV5657105,P343677,Brand_36,241,Pune FC,,In Stock
INV2041629,P608663,Brand_40,387,Mumbai FC,,In Stock
INV4433658,P866739,Brand_9,11,Chennai FC,2026-03-18,Low Stock
INV4409044,P360957,Brand_37,227,Hyderabad FC,,In Stock
INV3691754,P364603,Brand_43,168,Hyderabad FC,,In Stock
INV8406319,P693421,Brand_31,383,Bangalore FC,,In Stock
INV6152541,P942078,Brand_44,479,Mumbai FC,,In Stock
INV7338049,P129757,Brand_7,482,Pune FC,,In Stock
INV3334992,P530842,Brand_47,147,Mumbai FC,,In Stock
INV1587458,P375211,Brand_30,189,Hyderabad FC,,In Stock
INV5935405,P132746,Brand_46,190,Pune FC,,In Stock
INV6129387,P964386,Brand_19,351,Pune FC,,In Stock
INV3939723,P675274,Brand_27,422,Chennai FC,,In Stock
INV7136774,P658597,Brand_5,291,Delhi FC,,In Stock
INV9707328,P435581,Brand_16,433,Chennai FC,,In Stock
INV6871276,P141946,Brand_4,176,Bangalore FC,,In Stock
INV5227530,P060847,Brand_34,303,Hyderabad FC,,In Stock
INV8229526,P813079,Brand_48,278,Hyderabad FC,,In Stock
