order_id,order_date,customer_id,product_id,units_sold,total_sales,payment_method,order_status
O8478370,2024-09-21,16277698,P743475,1,1199.2,COD,Returned
O1969984,2024-12-31,94138676,P837056,2,1818.6,Wallet,Delivered
O2196796,2024-10-01,13499522,P104049,4,2998.0,COD,Returned
O8071851,2024-02-19,44780933,P498516,3,2248.5,COD,Returned
O1310449,2024-04-13,99635948,P143123,3,1122.75,Wallet,Delivered
O1006350,2024-02-11,76252037,P307275,3,1992.15,COD,Cancelled
O5032405,2024-02-13,81120556,P021358,1,419.4,COD,Delivered
O7308289,2024-04-11,92914285,P350391,4,3998.0,UPI,Delivered
O5670365,2024-11-22,54412412,P017402,3,1047.9,COD,Returned
O3393496,2024-07-11,98349778,P246763,3,2697.3,COD,Cancelled
O2637799,2024-05-09,44951493,P616954,3,3702.15,Card,Delivered
O9545910,2024-06-14,35872801,P434488,2,2998.8,UPI,Cancelled
O4645349,2024-04-25,73165370,P666855,1,524.25,COD,Returned
O9476516,2024-12-17,35325961,P951654,3,1047.9,Card,Returned
O4003710,2025-01-30,52185036,P278912,2,1898.1,UPI,Delivered
O1855557,2024-01-03,74535432,P602691,4,4197.2,UPI,Delivered
O7504008,2024-08-04,42826876,P300306,3,1498.5,Card,Returned
O3599893,2024-05-09,87471061,P843155,3,2697.3,UPI,Delivered
O3513038,2024-04-06,70483890,P357951,2,1798.8,COD,Returned
O3851647,2024-05-01,96920505,P817812,1,349.5,Wallet,Cancelled
O9474043,2024-07-10,84374485,P789520,3,1948.5,UPI,Cancelled
O7921774,2024-05-25,22840871,P836497,1,1874.25,UPI,Returned
O3627817,2024-04-05,13156382,P320400,1,349.3,UPI,Cancelled
O3990999,2024-05-25,50633820,P355187,3,1047.9,Wallet,Delivered
O6810537,2024-09-08,78843276,P127946,3,1677.6,COD,Delivered
O8695344,2024-12-16,71932421,P689758,2,3998.4,COD,Delivered
O4332819,2024-04-06,13195173,P047856,4,4797.6,Wallet,Cancelled
O5887854,2024-01-20,40545613,P465567,1,629.1,Wallet,Returned
O2636804,2024-09-23,47840127,P353786,1,2249.1,Card,Delivered
O5266801,2024-04-09,56706498,P155878,1,449.1,COD,Delivered
O8848328,2024-06-02,92116405,P548583,1,1124.25,UPI,Cancelled
O4060264,2024-10-03,51230376,P367262,3,1992.15,COD,Delivered
O5487983,2024-07-16,79416769,P564700,3,6747.3,Card,Returned
O6060474,2024-09-10,42826876,P204694,1,1999.2,Card,Returned
O7059859,2024-11-10,45781570,P232298,2,2548.3,Card,Cancelled
O1921470,2024-07-20,70132621,P054156,1,1874.25,UPI,Returned
O8284022,2024-01-22,81355087,P993364,2,2398.4,Wallet,Delivered
O2129643,2024-01-14,75862366,P566292,1,1124.25,COD,Returned
O3752235,2024-09-06,57777085,P579789,1,2124.15,Wallet,Cancelled
O1173398,2024-11-06,11944629,P220300,2,2338.2,UPI,Cancelled
O2928792,2024-02-11,30028568,P549094,4,3596.4,Card,Returned
O2052391,2024-05-20,68528770,P576949,4,6796.6,Wallet,Returned
O6449820,2024-08-06,50842295,P750963,4,5096.6,COD,Returned
O7097405,2024-08-12,69245388,P507001,1,489.3,Wallet,Delivered
O4462604,2024-02-28,73965951,P366298,1,1399.3,UPI,Cancelled
O5659122,2024-06-22,53033921,P395355,3,4272.15,UPI,Returned
O1892120,2025-01-28,38749293,P126457,1,649.5,COD,Cancelled
O9384925,2024-10-11,55175548,P685748,4,1957.2,Wallet,Returned
O3320097,2024-10-23,69055959,P691638,2,4248.3,COD,Cancelled
O5377281,2024-07-13,30025744,P581987,2,898.2,Card,Cancelled
O4008863,2024-01-19,45801355,P861933,1,1249.5,UPI,Delivered
O6499351,2024-11-19,56918357,P690947,4,5997.6,Card,Delivered
O3156675,2024-09-19,96825819,P119827,3,1197.6,COD,Cancelled
O3606807,2024-05-01,16857936,P646975,3,2248.5,COD,Delivered
O4172891,2025-01-03,69763706,P658246,2,3398.3,Wallet,Delivered
O9473034,2024-05-20,34777405,P319384,2,1558.8,Wallet,Cancelled
O2882217,2025-01-08,36220668,P304468,4,4998.0,Card,Delivered
O9518489,2024-06-22,94172169,P197009,1,749.25,Wallet,Returned
O1317741,2024-04-20,72260902,P192536,2,1898.1,COD,Cancelled
O7618823,2024-05-04,96425281,P103974,4,3637.2,COD,Delivered
O2952193,2024-02-20,86440784,P378712,2,3998.4,Card,Delivered
O2394662,2024-07-08,19928360,P713050,4,2516.4,Wallet,Returned
O2128527,2024-11-08,55036590,P342437,4,2397.6,COD,Returned
O9857718,2024-06-28,21498101,P335084,2,2078.4,Wallet,Returned
O2505828,2024-08-26,47181838,P694146,2,499.0,COD,Delivered
O5694211,2024-05-18,27712587,P378588,2,1188.3,COD,Returned
O3036531,2024-09-24,20884758,P380152,1,1599.2,UPI,Delivered
O5812255,2024-03-21,66744150,P211071,4,5997.6,Card,Cancelled
O6674458,2024-07-10,22579632,P427362,3,4272.15,Card,Returned
O9867376,2024-06-29,27712587,P260868,3,748.5,UPI,Delivered
O1467498,2024-04-25,53503477,P758536,3,2698.2,Card,Cancelled
O7813367,2024-01-16,98693144,P066413,2,1188.3,Card,Returned
O1529675,2024-08-05,65525962,P737930,4,2376.6,COD,Cancelled
O6422663,2024-06-17,94407259,P427430,1,1799.1,Wallet,Delivered
O6410777,2024-11-29,75269564,P583872,3,2248.5,Wallet,Returned
O7917517,2024-09-25,36717009,P632317,2,748.5,COD,Returned
O7656365,2024-02-25,27828815,P527322,4,2397.6,Wallet,Delivered
O9349706,2024-11-19,95857128,P951604,3,2998.5,UPI,Delivered
O6947678,2024-06-20,47623445,P530783,4,4936.2,Wallet,Delivered
O9656238,2024-09-15,34568877,P669290,2,999.0,UPI,Cancelled
O7280510,2024-12-19,72767971,P536457,1,349.3,Wallet,Returned
O5322501,2025-01-27,45231493,P693601,3,1347.3,COD,Cancelled
O1882252,2024-08-08,32683674,P904012,2,2998.8,UPI,Returned
O1593689,2024-11-14,73519788,P028904,2,3748.5,Card,Delivered
O9168647,2024-12-08,18540585,P529114,4,7196.4,COD,Delivered
O4034868,2024-01-25,97061743,P650188,2,798.4,Wallet,Returned
O3337719,2024-10-18,37334979,P476430,1,489.3,COD,Returned
O7839069,2024-05-16,16489695,P705742,4,5997.0,UPI,Returned
O3969233,2024-01-12,56511077,P921438,2,2998.8,COD,Delivered
O3084769,2024-07-27,91996630,P074420,3,3598.2,COD,Cancelled
O9519361,2024-05-05,87071819,P159493,1,2249.1,UPI,Cancelled
O2327423,2024-02-10,18650858,P025224,3,5622.75,Card,Returned
O6868447,2024-03-08,66738042,P191354,1,999.5,COD,Returned
O1809298,2024-04-23,16784739,P615471,2,1499.0,COD,Returned
O9256003,2024-03-23,76581243,P149348,1,449.1,Card,Returned
O2100409,2024-11-13,98614026,P484823,3,2247.75,Wallet,Cancelled
O2101152,2025-02-02,24704478,P162705,2,1898.1,Wallet,Cancelled
O7468467,2024-10-22,99010118,P270126,3,3507.3,Card,Cancelled
O5554951,2024-07-03,85900327,P233707,2,2798.6,COD,Cancelled
O2200438,2024-04-08,51445353,P764438,1,779.4,COD,Cancelled
O6333816,2024-05-24,21340058,P768835,4,2598.0,UPI,Returned
O7207790,2024-01-04,86374587,P916531,2,3598.2,UPI,Cancelled
O9092705,2024-05-05,29497704,P637644,4,1397.2,Wallet,Cancelled
O6656882,2025-01-31,25696535,P263673,1,949.05,Wallet,Returned
O9383773,2024-12-31,31165976,P499338,3,5697.15,Card,Cancelled
O7161688,2024-04-25,45942191,P662117,3,2727.9,COD,Returned
O9526934,2024-02-25,95067099,P482591,2,1198.8,Wallet,Cancelled
O3833177,2024-12-26,21794704,P525925,4,5597.2,UPI,Delivered
O5871211,2024-02-11,31681190,P677317,4,2598.0,Card,Cancelled
O1948359,2024-07-21,38086112,P791639,1,1424.05,UPI,Cancelled
O7814397,2024-05-07,45678265,P716274,2,798.4,COD,Cancelled
O2872975,2024-04-25,86001767,P309631,4,2376.6,UPI,Returned
O5458867,2024-07-05,89615479,P955497,1,2374.05,COD,Returned
O1750038,2024-06-12,37762083,P172247,1,1234.05,COD,Delivered
O9879067,2024-11-03,92968149,P173324,2,1948.5,Card,Cancelled
O3945012,2024-11-24,31894083,P140562,1,899.1,Wallet,Cancelled
O5876078,2024-09-23,94737671,P927343,3,4797.6,UPI,Delivered
O2167010,2024-05-11,53623227,P680910,3,6747.3,Card,Returned
O9612557,2024-06-22,87826886,P074152,4,5696.2,UPI,Cancelled
O4191558,2024-05-05,46720590,P545331,4,8496.6,COD,Delivered
O5732648,2024-08-18,13392570,P461291,2,2998.8,Card,Cancelled
O2538095,2024-10-09,41727780,P553018,4,2656.2,Card,Cancelled
O5082643,2024-07-18,54925245,P552972,1,1499.25,Wallet,Cancelled
O2064090,2024-11-30,58500453,P502612,1,1349.1,COD,Cancelled
O2223814,2024-04-15,14823596,P945869,2,798.4,COD,Returned
O6798521,2024-08-09,90381785,P342822,3,5622.75,Card,Cancelled
O8294505,2024-11-22,71177055,P101252,4,3396.6,Card,Cancelled
O3833154,2024-04-06,11335354,P199751,4,6396.8,Wallet,Cancelled
O8868546,2024-10-22,92240934,P482989,3,1467.9,UPI,Cancelled
O7485129,2025-01-15,78937018,P450060,2,2398.4,COD,Delivered
O5225626,2024-04-05,78835121,P705367,2,2098.6,COD,Delivered
O5879274,2024-05-29,67020806,P813999,3,4272.15,Card,Delivered
O7193711,2024-02-17,76473785,P661235,3,2697.3,Wallet,Returned
O9326044,2024-11-20,61256341,P154250,2,1798.8,UPI,Returned
O3628378,2024-11-15,48759022,P333414,3,5997.6,Card,Returned
O8848787,2024-06-09,25185131,P152422,3,898.2,Card,Cancelled
O6888885,2024-06-24,27433850,P854406,4,7497.0,UPI,Returned
O6593074,2024-07-01,97099616,P054557,2,4498.2,UPI,Returned
O7416086,2025-01-24,46592901,P782669,2,3798.1,COD,Cancelled
O6191464,2024-01-14,17277701,P109438,4,1677.6,Wallet,Cancelled
O4584132,2024-04-04,31207916,P464121,2,2499.0,UPI,Cancelled
O3502487,2024-01-16,93347423,P845369,2,2998.5,COD,Cancelled
O3757437,2025-01-05,15615730,P297088,4,1957.2,COD,Cancelled
O8930176,2024-10-22,57498684,P189808,4,2997.0,UPI,Returned
O4008958,2024-01-08,70306944,P414557,1,1199.4,COD,Returned
O6617867,2025-01-07,67495206,P499694,1,1234.05,Card,Cancelled
O8426962,2024-10-21,16733516,P579611,4,1796.4,Card,Returned
O1003009,2024-10-03,80527017,P700916,1,1874.25,Wallet,Returned
O6288027,2025-01-20,52021351,P427246,2,699.0,Wallet,Delivered
O1227080,2024-08-07,14950411,P610535,1,1424.05,UPI,Cancelled
O3098321,2024-11-01,44822763,P373097,1,1399.3,Wallet,Cancelled
O1522276,2024-02-13,67656614,P946698,4,1696.6,COD,Delivered
O1467677,2024-07-18,50863015,P874934,1,1349.1,Card,Returned
O1497700,2024-03-20,45935948,P804007,4,1696.6,COD,Returned
O7952951,2024-02-19,53263290,P187064,2,1258.2,UPI,Delivered
O1327492,2024-01-30,45899665,P570206,2,2208.3,COD,Cancelled
O8217020,2024-05-15,62311694,P969199,4,3796.2,COD,Delivered
O8512976,2024-11-28,30553513,P082105,1,974.25,UPI,Delivered
O8843109,2024-07-08,85042319,P981284,1,2249.1,Wallet,Returned
O1552747,2024-11-29,52703447,P476737,2,1118.4,UPI,Returned
O4287291,2024-05-31,75863086,P657608,3,2922.75,COD,Cancelled
O1098842,2024-12-02,32731762,P885007,1,1499.4,COD,Cancelled
O8170441,2024-12-18,99769502,P285177,2,2208.3,Card,Cancelled
O6965164,2025-01-20,47738311,P460757,3,3117.6,Wallet,Returned
O4976242,2024-01-18,66198491,P604415,1,699.3,UPI,Cancelled
O4723745,2024-02-18,63738180,P033351,3,1467.9,UPI,Cancelled
O5953278,2025-01-10,45664558,P313489,3,748.5,Wallet,Returned
O4666182,2025-01-07,17920697,P377065,3,2547.45,Card,Delivered
O5807456,2024-07-15,92811604,P738759,1,399.2,COD,Cancelled
O2228732,2024-08-19,86605924,P935400,3,4497.75,UPI,Returned
O3293914,2024-08-29,79136515,P782251,2,699.0,UPI,Cancelled
O7683017,2024-06-14,41470274,P442675,4,7196.4,Wallet,Returned
O4544508,2024-05-12,27788316,P792922,3,1272.45,Wallet,Cancelled
O1222173,2024-04-27,12392754,P193483,4,2598.0,Card,Delivered
O3857885,2024-07-10,35668924,P066413,4,2376.6,Wallet,Delivered
O2007357,2024-07-31,20138357,P188469,3,1422.15,Wallet,Cancelled
O9012141,2024-02-18,64456868,P761620,2,2798.6,UPI,Delivered
O2912394,2024-10-20,85902028,P100292,1,629.1,Wallet,Returned
O5578682,2024-01-26,70715177,P318394,4,2797.2,UPI,Cancelled
O6147984,2024-05-05,87127511,P837922,2,898.2,Wallet,Returned
O6688444,2024-08-27,47706243,P088447,4,6396.8,UPI,Cancelled
O1892251,2025-01-03,86812879,P836349,1,599.4,COD,Returned
O5642292,2024-08-08,14134274,P912372,2,898.2,COD,Cancelled
O6866741,2024-07-29,35573855,P514947,1,664.05,COD,Returned
O2046303,2024-08-26,22128654,P968139,1,699.3,UPI,Returned
O1960574,2024-08-18,76772440,P319839,3,5397.3,Card,Returned
O1721374,2024-06-20,29770386,P585079,2,838.8,Card,Cancelled
O4140904,2025-01-17,31178307,P213918,2,1798.2,Card,Delivered
O7541537,2024-01-13,67837867,P787913,3,2397.6,Wallet,Cancelled
O7013811,2024-02-17,15314029,P657905,2,4248.3,COD,Cancelled
O2118827,2025-01-12,98214847,P940691,1,474.05,COD,Returned
O3314598,2024-04-11,93206076,P827888,2,1048.5,COD,Returned
O7649594,2024-05-10,84402761,P770036,4,1957.2,Wallet,Returned
O7326113,2024-04-16,59249118,P269479,4,5997.0,Wallet,Cancelled
O6729468,2024-11-11,14734964,P822155,3,4047.3,Card,Returned
O1349371,2024-10-13,21192228,P587929,2,798.4,COD,Delivered
O7691668,2024-02-22,91257028,P333758,4,1998.0,Wallet,Delivered
O2572059,2024-04-08,17384746,P494667,4,1796.4,UPI,Delivered
O7068457,2024-08-17,77280383,P553769,2,4498.2,COD,Returned
O9392083,2024-09-04,96865287,P651325,4,7196.4,COD,Cancelled
O3833857,2024-07-12,88699329,P104440,2,3398.3,Card,Cancelled
O3313702,2024-03-16,14195152,P986743,4,3396.6,UPI,Cancelled
O8415110,2025-02-03,90345899,P021424,2,1048.5,UPI,Returned
O4598248,2024-09-17,73592212,P461400,1,524.25,Wallet,Delivered
O3299023,2024-11-03,61307780,P278437,1,474.05,Card,Returned
O4361877,2024-12-06,92937894,P125326,3,4497.75,Card,Cancelled
O1055446,2024-08-31,29148167,P993313,4,3897.0,UPI,Returned
O2266274,2025-01-07,89191773,P335112,1,474.05,COD,Cancelled
O6273130,2024-01-11,97703484,P528102,3,4797.6,Card,Cancelled
O7043029,2024-11-04,15189215,P349186,1,779.4,Card,Returned
O7328320,2024-06-14,35882993,P236190,3,2847.15,UPI,Delivered
O3039841,2024-07-05,35564051,P540168,3,3117.6,Card,Cancelled
O1106865,2025-01-07,97275669,P905882,4,9496.2,Wallet,Delivered
O4708225,2024-09-01,82790770,P853825,4,7497.0,Wallet,Returned
O3239597,2024-08-27,79397088,P009787,3,2922.75,COD,Delivered
O7209390,2024-02-21,73031810,P339658,3,2922.75,Wallet,Delivered
O1462627,2024-05-21,94891180,P707608,2,698.6,Wallet,Returned
O7939960,2025-01-31,91980459,P015526,4,4796.8,UPI,Delivered
O2346253,2024-05-28,40187084,P865720,3,2847.15,COD,Returned
O6420093,2025-01-04,89232149,P145278,2,1398.6,COD,Returned
O1324586,2024-11-20,27150541,P559651,2,1798.8,COD,Cancelled
O4500480,2024-10-26,40295613,P951406,4,7996.8,Card,Delivered
O9795536,2024-11-06,99247378,P789452,4,1677.6,UPI,Cancelled
O4647739,2025-01-30,64800763,P035522,1,559.2,Wallet,Returned
O7920949,2024-07-08,25560813,P270036,1,2124.15,Card,Returned
O6216401,2024-07-09,77518163,P914658,2,1798.2,COD,Returned
O4670739,2024-09-18,48145225,P621409,1,499.5,COD,Delivered
O9446588,2024-03-28,86807373,P748361,1,1499.4,UPI,Cancelled
O7102972,2024-02-17,10142179,P795420,2,698.6,UPI,Delivered
O2755328,2024-08-29,76398353,P973391,4,8496.6,Wallet,Returned
O2860657,2024-02-17,84340226,P410814,3,7122.15,Wallet,Returned
O8807706,2024-09-20,33630994,P568676,1,559.2,Card,Delivered
O3890787,2025-01-17,23684978,P173356,4,6396.8,UPI,Cancelled
O9258917,2024-10-06,38339009,P633950,2,1898.1,Wallet,Cancelled
O1377503,2024-08-23,72211124,P771314,1,249.5,UPI,Cancelled
O6865684,2024-03-24,43594265,P549313,2,3798.1,UPI,Cancelled
O9186472,2024-09-11,14951234,P330391,1,1199.4,UPI,Returned
O3078248,2024-03-04,86913285,P851712,1,699.3,COD,Cancelled
O8624818,2024-06-27,90381785,P222044,2,748.5,COD,Delivered
O6065702,2024-02-27,65807963,P422388,4,2097.0,Card,Cancelled
O1896740,2024-04-10,95581587,P486486,3,1677.6,COD,Returned
O7333786,2024-02-16,10330238,P052813,2,1328.1,COD,Returned
O4832996,2024-07-17,29713805,P364512,3,2998.5,Card,Returned
O6556456,2024-06-15,35583413,P046424,1,2124.15,COD,Returned
O2876031,2024-07-21,33758826,P355187,1,349.3,UPI,Delivered
O4161736,2024-05-01,45252844,P347909,1,524.25,UPI,Cancelled
O3944421,2024-10-12,39110781,P691051,1,249.5,Wallet,Delivered
O4952345,2024-07-30,96334788,P658246,1,1699.15,UPI,Cancelled
O8616581,2024-03-05,71333901,P957329,1,449.1,Card,Returned
O8154512,2024-02-26,59312831,P885652,1,1124.25,Wallet,Cancelled
O1895706,2024-04-26,44283348,P379540,3,2247.75,COD,Delivered
O3086721,2024-12-27,20230852,P016936,3,3597.6,COD,Returned
O5502907,2024-12-20,95538185,P836894,3,5697.15,UPI,Delivered
O2666630,2024-04-27,88893608,P374547,3,1782.45,COD,Returned
O7784325,2024-03-02,36742878,P752106,4,2656.2,Card,Delivered
O3720135,2024-10-22,67837867,P806973,4,2097.0,COD,Cancelled
O7008145,2024-04-06,14635607,P469676,1,849.15,COD,Cancelled
O5482855,2024-09-14,44770942,P892615,4,3637.2,Wallet,Delivered
O6887194,2024-10-05,27765328,P899267,1,499.5,Wallet,Cancelled
O9847010,2025-01-21,46286956,P266856,1,1049.3,Wallet,Returned
O3629643,2024-05-26,93696758,P522744,2,2338.2,Card,Cancelled
O7232280,2024-08-31,88895670,P463178,3,2922.75,COD,Delivered
O4244319,2024-12-12,35859731,P657566,1,1049.3,Card,Cancelled
O3392635,2024-10-25,60172382,P072927,2,1258.2,COD,Cancelled
O6539958,2024-09-28,31302250,P399284,3,2998.5,Card,Cancelled
O1466167,2024-10-19,76918698,P134836,1,899.1,Wallet,Delivered
O5682588,2024-08-06,32265585,P338066,3,4797.6,Card,Cancelled
O4026184,2024-01-06,65264651,P280722,1,1274.15,UPI,Cancelled
O1862591,2024-08-14,18382439,P635911,1,599.4,Card,Delivered
O3072227,2024-11-18,13195422,P112087,2,4248.3,UPI,Returned
O1600744,2024-07-21,64711162,P710078,3,3702.15,UPI,Delivered
O1916449,2024-05-26,60056471,P773693,4,5696.2,UPI,Cancelled
O6870009,2024-02-21,65948211,P506132,3,3702.15,UPI,Delivered
O6861155,2024-08-07,42884104,P355653,1,949.05,UPI,Cancelled
O1771133,2024-07-06,56693850,P287891,2,748.5,UPI,Returned
O1514344,2024-10-14,39909090,P810998,4,1696.6,UPI,Returned
O5946483,2024-07-28,39497501,P402880,1,1424.05,UPI,Cancelled
O4460927,2024-08-01,60969714,P117922,3,4797.6,Card,Delivered
O1613304,2024-07-09,10548215,P919100,2,4748.1,Card,Delivered
O2706448,2024-06-13,26314730,P735131,2,2798.6,COD,Returned
O8500869,2024-09-20,96033314,P813673,2,1188.3,UPI,Returned
O2381597,2025-01-24,73117125,P283275,3,1197.6,Wallet,Delivered
O4942586,2024-01-19,76266915,P904289,4,3637.2,UPI,Cancelled
O9998291,2024-04-04,39969635,P778103,4,5696.2,UPI,Returned
O2517379,2024-12-01,14224162,P153873,4,6997.2,Card,Cancelled
O9101163,2024-11-12,61172167,P363664,3,2697.3,COD,Cancelled
O1185047,2025-01-05,43705889,P672135,4,4156.8,COD,Delivered
O7053848,2024-10-31,54604574,P684670,1,749.25,COD,Returned
O1652992,2024-10-28,54350249,P108765,4,1398.0,Wallet,Cancelled
O6550934,2024-06-30,79211790,P322506,2,999.0,Card,Returned
O3046795,2024-03-18,14280164,P640877,2,2468.1,UPI,Cancelled
O4895534,2024-05-03,51969048,P938057,4,5597.2,Wallet,Cancelled
O3836050,2024-10-08,18195440,P311118,4,2376.6,UPI,Cancelled
O5187485,2024-05-19,55337101,P209535,3,748.5,UPI,Cancelled
O5681155,2024-02-14,34944622,P991954,1,909.3,COD,Returned
O7018116,2024-09-26,41782022,P304631,1,349.5,UPI,Returned
O8796487,2024-07-19,69108063,P540974,2,598.8,UPI,Returned
O7316115,2024-07-14,10814805,P537289,2,848.3,UPI,Delivered
O5039576,2024-04-30,62425897,P366298,3,4197.9,UPI,Cancelled
O3554717,2024-01-31,45103854,P601631,2,2499.0,Wallet,Returned
O3151397,2024-03-18,35883971,P155414,3,1572.75,COD,Delivered
O4213974,2024-08-27,94061700,P694508,1,1234.05,COD,Delivered
O4383665,2024-01-24,84968248,P710184,1,1899.05,COD,Delivered
O4783117,2024-05-24,98104220,P293386,2,1198.8,UPI,Delivered
O3556076,2024-09-29,89553907,P439182,2,4748.1,Wallet,Returned
O3157519,2024-08-15,38764664,P170427,2,2078.4,Card,Cancelled
O1012492,2024-07-09,96183583,P596468,3,2727.9,COD,Delivered
O8060807,2024-01-26,27215107,P221670,4,4998.0,UPI,Returned
O2138709,2024-02-26,30466724,P720907,4,8996.4,COD,Delivered
O9052343,2024-07-15,80052737,P503409,1,449.1,Card,Cancelled
O9790566,2024-12-19,14134274,P682513,2,999.0,Wallet,Returned
O9805023,2024-12-18,62405064,P173113,4,3117.6,COD,Returned
O8683069,2025-01-03,75235390,P344841,3,4272.15,UPI,Returned
O8777133,2024-02-13,97767216,P466138,2,838.8,Wallet,Delivered
O9393543,2024-02-22,99888106,P964194,3,7122.15,Card,Returned
O6128778,2024-06-24,62386589,P446665,2,1258.2,COD,Cancelled
O8035515,2024-05-12,38208295,P553769,1,2249.1,UPI,Cancelled
O9001708,2024-01-11,42945888,P419770,3,1498.5,UPI,Returned
O5126357,2024-03-27,59841219,P090340,2,2848.1,Wallet,Cancelled
O9916817,2024-08-23,14877214,P162226,4,7196.4,UPI,Returned
O9075343,2024-10-09,72707146,P518471,1,1274.15,Card,Delivered
O2109622,2024-09-05,27997662,P892275,2,2398.8,COD,Cancelled
O2648522,2024-05-16,85368885,P421138,4,5997.6,Wallet,Delivered
O4640842,2024-11-30,81249333,P913590,4,2516.4,COD,Delivered
O4990952,2024-09-14,46634970,P381725,3,5097.45,Card,Returned
O5199730,2024-05-28,53511842,P601046,4,7196.4,Card,Returned
O8473448,2024-06-04,96983037,P796167,3,4197.9,UPI,Returned
O9910835,2024-06-27,53033515,P922520,3,3117.6,UPI,Cancelled
O6888101,2024-03-13,26768570,P490079,2,1198.8,COD,Returned
O2482144,2024-12-31,56693850,P787913,3,2397.6,UPI,Returned
O6527860,2024-10-27,63925365,P976897,1,1049.3,UPI,Delivered
O3514846,2024-09-30,79962141,P801282,1,424.15,UPI,Delivered
O2280396,2024-07-15,49215455,P899143,2,848.3,Card,Cancelled
O8698699,2024-01-16,72211124,P981692,4,2097.0,COD,Returned
O9892047,2024-03-01,67051121,P250675,4,1596.8,Wallet,Delivered
O4960298,2024-03-05,34633934,P185129,1,1424.05,Card,Delivered
O9165757,2024-06-22,18071743,P311125,1,599.4,Wallet,Cancelled
O8612507,2024-06-12,74203115,P245250,1,699.3,Wallet,Returned
O1703500,2024-02-05,61970498,P519104,3,2847.15,Wallet,Delivered
O9807132,2024-04-11,68148954,P232345,1,699.3,Wallet,Cancelled
O3415394,2024-09-06,36459697,P311465,3,3372.75,UPI,Cancelled
O6882557,2024-03-05,81275130,P585079,3,1258.2,UPI,Cancelled
O6483541,2024-01-10,92859077,P636041,2,1558.8,UPI,Cancelled
O2445266,2024-04-05,65389450,P090603,2,2098.6,COD,Cancelled
O3938158,2024-05-24,42541018,P215317,2,2998.8,UPI,Cancelled
O6144477,2024-07-20,49888783,P624986,1,249.5,Wallet,Returned
O8060139,2025-01-23,98180449,P247371,2,698.6,COD,Cancelled
O1884769,2024-09-18,77509084,P529737,4,4797.6,COD,Cancelled
O8232315,2024-01-15,43720353,P767447,2,1048.5,COD,Cancelled
O1780926,2025-01-24,27133734,P678129,2,499.0,Card,Cancelled
O8126431,2025-01-04,27433850,P616679,4,2516.4,UPI,Cancelled
O7998477,2024-01-26,55415844,P483220,2,3398.3,COD,Delivered
O2934971,2024-07-13,59620444,P655263,4,2656.2,Wallet,Returned
O5120290,2024-03-11,39099338,P987033,3,2727.9,COD,Delivered
O5097746,2025-02-03,55593197,P827822,2,2798.6,Wallet,Cancelled
O3212323,2024-04-06,29148167,P930020,4,2998.0,Wallet,Delivered
O6817132,2024-10-26,33441872,P141893,2,1398.6,COD,Delivered
O7362615,2024-03-09,98882668,P581021,3,2247.75,UPI,Delivered
O6858310,2024-01-16,23605911,P481580,2,1328.1,UPI,Cancelled
O7182986,2025-02-02,97657750,P894202,4,1896.2,Wallet,Delivered
O9628730,2024-08-17,19397204,P843396,3,898.2,Card,Delivered
O5003514,2024-02-25,38295866,P467475,1,1499.25,Wallet,Returned
O5776168,2024-05-13,14400364,P300641,2,798.4,COD,Cancelled
O5298956,2024-03-07,18607639,P393480,4,5997.6,UPI,Delivered
O5102347,2024-02-08,26922805,P637291,1,749.5,Wallet,Returned
O6554738,2024-04-07,93055212,P307452,1,1104.15,Card,Returned
O2837564,2024-08-16,28164938,P515213,2,3498.6,Wallet,Delivered
O7900610,2024-07-21,34012039,P917801,1,424.15,Card,Cancelled
O6682430,2024-03-30,21461076,P240081,3,1197.6,Card,Returned
O1184614,2024-11-06,86589399,P731268,1,349.3,Wallet,Cancelled
O1495001,2024-12-25,54722997,P015054,1,249.5,COD,Delivered
O7913115,2024-07-21,73196738,P429813,3,2847.15,COD,Returned
O4773886,2024-04-22,56137916,P601070,1,1424.05,Wallet,Returned
O2193417,2024-02-05,59816679,P881958,1,1899.05,COD,Returned
O8990474,2025-01-31,94786148,P543097,2,948.1,Wallet,Returned
O2061161,2024-03-08,85242835,P270720,2,2078.4,Wallet,Delivered
O8170235,2024-04-24,23354762,P386963,4,4197.2,UPI,Returned
O8272153,2024-03-08,92334656,P597287,2,2499.0,Wallet,Cancelled
O6171175,2024-10-09,57804074,P756388,4,3998.0,Card,Returned
O7736533,2024-09-01,92859077,P498991,4,6997.2,Wallet,Returned
O8173864,2024-09-18,81624798,P353786,1,2249.1,Card,Delivered
O2671315,2024-12-27,19268960,P973741,3,4047.3,UPI,Returned
O5110773,2024-08-31,73976976,P639090,4,5997.6,Card,Cancelled
O6357089,2024-02-21,35828126,P136626,2,1188.3,UPI,Returned
O5269857,2024-06-08,51764096,P292331,3,1258.2,Card,Cancelled
O5724418,2024-02-02,33872197,P046424,4,8496.6,COD,Cancelled
O9451442,2024-12-12,67374775,P185371,2,2499.0,Wallet,Delivered
O9732689,2024-12-14,45109222,P903353,3,1197.6,UPI,Cancelled
O8334348,2024-07-02,95050901,P383833,4,8996.4,Wallet,Delivered
O8095196,2024-02-05,26523788,P499888,4,7497.0,Wallet,Cancelled
O3451341,2024-05-25,33319104,P575523,4,3117.6,Card,Returned
O5832059,2024-07-13,98801310,P983624,4,6997.2,Wallet,Cancelled
