return_id,order_id,product_id,return_date,return_reason,refund_amount,refund_status
R3801662,O5678238,P694146,2024-09-28,Not as described,664.25,Completed
R5922659,O5038787,P761016,2024-02-14,Size issue,511.57,Pending
R2123706,O4890421,P377214,2024-05-20,Damaged item,436.17,Pending
R3724872,O9416297,P309055,2024-02-28,Quality issue,2876.06,Completed
R3425476,O6656342,P161122,2024-11-08,Color mismatch,2147.99,Completed
R9126457,O1881230,P456911,2024-10-05,Size issue,539.73,Pending
R4400265,O3776089,P953061,2024-02-15,Quality issue,979.63,Pending
R7116524,O6046364,P866950,2024-05-04,Damaged item,633.49,Pending
R5491505,O9188156,P751618,2024-07-16,Damaged item,1010.94,Pending
R9276793,O3005739,P134881,2024-07-01,Damaged item,2064.27,Completed
R9536752,O5980858,P223597,2024-06-06,Late delivery,2545.47,Completed
R2842805,O7200494,P001050,2024-06-02,Size issue,5541.98,Completed
R4085015,O5605684,P992346,2024-03-18,Late delivery,6308.61,Pending
R1720588,O2751242,P890083,2024-06-10,Color mismatch,1406.66,Completed
R2956458,O8100365,P905655,2024-06-05,Color mismatch,1593.77,Pending
R8400581,O8482087,P893531,2025-01-30,Color mismatch,2125.52,Completed
R7504728,O8093331,P193483,2024-12-11,Size issue,1062.92,Completed
R6473083,O1129329,P953183,2024-03-18,Damaged item,641.89,Pending
R3769484,O9498018,P466197,2024-02-04,Not as described,2937.42,Completed
R9199201,O5940972,P528212,2024-08-17,Damaged item,1769.15,Pending
R5128945,O6866839,P501790,2024-04-04,Damaged item,1248.53,Pending
R1016058,O7363978,P403005,2024-09-12,Color mismatch,3116.29,Pending
R9510017,O3264745,P039427,2024-09-17,Late delivery,1600.0,Completed
R8995225,O8566795,P619973,2024-08-25,Damaged item,679.75,Completed
R4236245,O7036818,P105424,2024-10-13,Not as described,1238.0,Completed
R8480143,O5351412,P391175,2024-10-09,Size issue,299.01,Completed
R9411951,O9737039,P162026,2024-03-05,Color mismatch,2461.24,Completed
R2031590,O6634726,P789126,2024-05-14,Quality issue,4173.12,Pending
R1576945,O2716013,P829715,2025-01-17,Color mismatch,1290.2,Pending
R4855661,O5606029,P636097,2024-07-12,Size issue,2039.62,Pending
R1422674,O4524030,P790491,2024-04-23,Size issue,2007.24,Pending
R3201795,O1156526,P634492,2024-04-21,Size issue,1933.11,Pending
R9157223,O6567478,P465885,2024-07-21,Quality issue,869.78,Completed
R9213433,O1042065,P238238,2024-02-08,Size issue,888.4,Completed
R9778797,O1950559,P143790,2024-12-14,Late delivery,1492.93,Completed
R1535724,O9028224,P647949,2024-08-19,Late delivery,1772.35,Pending
R2396662,O2751242,P890083,2024-06-17,Color mismatch,1040.13,Completed
R2527971,O9518489,P197009,2024-07-04,Size issue,449.14,Pending
R5618811,O4456242,P661235,2024-10-22,Damaged item,2848.19,Completed
R6968685,O7842474,P401228,2024-09-30,Late delivery,2208.88,Completed
R2365602,O6137724,P275781,2024-12-03,Late delivery,735.22,Pending
R6433326,O5701079,P329630,2024-04-30,Not as described,2654.53,Pending
R3757891,O2660771,P206050,2024-01-30,Late delivery,853.29,Completed
R8393543,O5694877,P979496,2024-09-08,Late delivery,1156.7,Pending
R7366770,O5460256,P468597,2024-08-02,Damaged item,2123.85,Completed
R3399183,O3224337,P971258,2024-05-10,Size issue,1187.76,Completed
R4246695,O4430017,P466213,2024-04-13,Late delivery,2764.76,Completed
R1793165,O4786575,P147211,2024-12-19,Quality issue,1504.56,Completed
R8827202,O1037296,P010266,2025-02-13,Late delivery,2500.63,Completed
R8112530,O4600120,P718347,2024-07-24,Color mismatch,1350.74,Completed
R1345658,O8728941,P204778,2024-01-16,Damaged item,993.46,Completed
R6957375,O3977722,P796167,2024-07-16,Late delivery,888.02,Completed
R9476611,O1940224,P497690,2024-11-22,Damaged item,2046.34,Completed
R6106810,O5016327,P686492,2024-06-24,Late delivery,4588.64,Completed
R9136867,O4291685,P747663,2024-12-19,Damaged item,1794.69,Pending
R7341153,O8513900,P669978,2024-02-15,Size issue,766.51,Completed
R9231338,O6043460,P625791,2024-07-31,Late delivery,2329.5,Completed
R6888412,O5789430,P369332,2024-05-21,Damaged item,344.47,Pending
R1348529,O8780966,P915029,2024-12-14,Late delivery,484.49,Completed
R9083705,O1583739,P403544,2024-12-13,Not as described,1117.4,Completed
R7383940,O3830568,P844206,2024-08-29,Damaged item,2247.18,Pending
R8307972,O2315136,P792841,2024-12-23,Size issue,495.8,Completed
R6898920,O7720593,P367200,2024-07-14,Size issue,2637.32,Completed
R6572042,O8047410,P131316,2024-12-10,Color mismatch,2151.09,Completed
R1851842,O7266273,P259538,2024-10-28,Damaged item,3408.83,Completed
R7300666,O8044095,P552979,2024-05-24,Color mismatch,2033.64,Completed
R1660223,O8797756,P430877,2024-01-26,Size issue,1586.73,Pending
R4283916,O7186620,P141728,2024-09-02,Late delivery,1782.47,Pending
R2888798,O4989390,P977871,2024-11-11,Color mismatch,2999.33,Completed
R4993961,O8544882,P192154,2024-12-07,Quality issue,562.35,Pending
R7870324,O2128837,P398368,2024-04-25,Late delivery,643.95,Completed
R2395338,O6631028,P841344,2024-06-10,Damaged item,1409.03,Completed
R5594630,O1223809,P786880,2024-07-10,Quality issue,2434.07,Completed
R7054785,O7804089,P639778,2024-06-10,Late delivery,1054.03,Pending
R5338997,O5257397,P184191,2024-02-04,Color mismatch,912.63,Completed
R9320189,O8934577,P887616,2024-09-17,Quality issue,419.11,Pending
R4301902,O2655712,P243152,2024-09-30,Not as described,1676.57,Pending
R3669520,O5585556,P631171,2024-02-27,Size issue,869.91,Completed
R6273785,O1129114,P869800,2024-01-18,Not as described,1101.45,Completed
R9054140,O2016420,P336048,2024-09-21,Quality issue,2418.54,Completed
R4280547,O1545143,P384034,2024-07-23,Late delivery,8824.28,Completed
R9533371,O4973631,P193850,2024-10-28,Damaged item,490.9,Completed
R1560347,O2236903,P446665,2024-01-21,Not as described,1341.87,Pending
R7512184,O8415137,P695191,2025-01-15,Late delivery,6484.68,Pending
R9768661,O3267787,P063935,2024-01-21,Damaged item,5858.65,Completed
R2027988,O9315127,P183415,2024-11-23,Late delivery,1057.66,Pending
R8574729,O9116956,P705639,2024-02-07,Color mismatch,339.9,Pending
R1546360,O1765045,P964916,2025-01-03,Quality issue,3213.76,Completed
R2282320,O5711871,P448529,2024-11-26,Damaged item,4662.84,Completed
R8570307,O4434579,P979590,2025-01-15,Color mismatch,4661.06,Completed
R6871115,O9410849,P466795,2024-03-11,Not as described,859.62,Pending
R3875828,O6111079,P937097,2024-04-22,Color mismatch,747.44,Completed
R6669279,O3887987,P089223,2024-06-23,Late delivery,3237.49,Pending
R9458244,O4386450,P654437,2025-01-23,Size issue,1300.19,Pending
R5823703,O4043123,P437099,2024-11-03,Damaged item,915.73,Pending
R4679015,O8699281,P072351,2024-12-19,Color mismatch,1319.53,Completed
R7017324,O1667204,P548659,2024-03-24,Damaged item,643.56,Completed
R9380030,O1809176,P414903,2024-12-11,Size issue,5518.92,Completed
R6903623,O6097845,P494145,2024-12-26,Size issue,3896.48,Pending
R2316559,O4804144,P618306,2024-10-01,Quality issue,388.06,Pending
R1451045,O8717339,P618324,2024-08-07,Color mismatch,349.21,Completed
R6433032,O9485739,P478206,2024-07-14,Damaged item,3422.89,Completed
R7515847,O3792730,P774242,2024-03-27,Size issue,2136.06,Pending
R9819855,O2447790,P515085,2024-12-29,Size issue,360.88,Pending
R6092556,O1360588,P964529,2024-09-04,Color mismatch,2050.65,Pending
R6439694,O7607112,P316799,2024-11-10,Size issue,4804.64,Pending
R8783876,O6695582,P327789,2024-02-05,Late delivery,919.72,Pending
R9810287,O2206142,P374043,2025-01-16,Damaged item,6402.47,Pending
R2589080,O7564248,P797241,2024-04-12,Damaged item,1830.38,Completed
R9375338,O6079342,P033334,2025-01-31,Damaged item,1104.32,Pending
R6230194,O2113837,P921819,2024-05-10,Size issue,925.58,Completed
R4584086,O4244035,P669800,2024-11-23,Damaged item,1047.38,Completed
R8933290,O4471025,P617505,2024-03-27,Quality issue,2224.21,Completed
R7835458,O6536888,P965041,2024-08-05,Size issue,1160.67,Completed
R6760965,O6720837,P237972,2024-10-04,Quality issue,860.58,Completed
R8329268,O2127386,P946314,2024-09-30,Not as described,955.88,Pending
R3682944,O7014488,P571994,2024-01-20,Late delivery,1577.81,Pending
R2355067,O4180903,P836087,2024-12-14,Not as described,1843.04,Completed
R7981177,O6299969,P062696,2024-08-15,Not as described,1289.36,Pending
R3863711,O4556885,P220890,2024-09-24,Not as described,1108.06,Completed
R5441929,O4051120,P955303,2024-02-24,Quality issue,2726.61,Pending
R5909533,O7461501,P546918,2024-04-22,Damaged item,662.26,Completed
R3260388,O1676734,P167536,2024-11-23,Quality issue,1103.3,Pending
R7009099,O8289982,P683870,2024-10-17,Damaged item,713.5,Pending
R2128326,O2930885,P161208,2024-07-17,Late delivery,4382.77,Pending
R1690171,O4759074,P400367,2024-01-03,Color mismatch,4127.63,Pending
R6658487,O5627165,P312057,2024-07-28,Color mismatch,4281.44,Completed
R8630648,O2031001,P246576,2024-02-17,Color mismatch,2810.41,Pending
R2435310,O2648522,P421138,2024-05-30,Late delivery,4165.27,Pending
R5332821,O2811261,P392582,2024-05-17,Not as described,741.0,Pending
R6608760,O6480752,P883953,2024-07-14,Size issue,554.06,Completed
R8757013,O8407407,P110393,2024-11-07,Not as described,771.11,Completed
R2220829,O6439205,P210217,2024-12-26,Not as described,3418.77,Pending
R7069292,O7751062,P604973,2024-05-06,Damaged item,272.53,Completed
R8822725,O6165148,P861566,2024-08-10,Late delivery,3937.67,Pending
R4295236,O7036818,P105424,2024-10-14,Quality issue,1079.01,Pending
R6118631,O2839760,P329808,2024-01-27,Damaged item,741.88,Completed
R2837775,O4678712,P601070,2024-07-16,Size issue,1671.37,Pending
R7917695,O1339963,P142716,2025-01-15,Not as described,2190.08,Completed
R2111914,O2482697,P652046,2024-06-26,Damaged item,756.53,Pending
R5725746,O3214430,P644878,2024-09-21,Color mismatch,2372.64,Pending
R7659028,O4022305,P987460,2025-01-27,Quality issue,384.52,Pending
R5419915,O1433908,P557087,2025-01-17,Color mismatch,712.0,Pending
R9402321,O5458867,P955497,2024-07-20,Not as described,1487.66,Completed
R1115444,O3148507,P077694,2024-03-28,Size issue,2385.47,Completed
R1569646,O9316814,P141458,2024-02-01,Not as described,500.21,Completed
R1170244,O1049461,P927293,2025-01-29,Size issue,1809.25,Completed
R8993314,O8249561,P915406,2024-12-29,Color mismatch,920.07,Completed
R1006988,O9769488,P558763,2025-01-24,Damaged item,1827.87,Completed
R2721504,O1181623,P049348,2024-03-25,Size issue,3237.23,Pending
R4366310,O3465303,P462833,2024-04-21,Late delivery,3100.68,Pending
R7991861,O6841843,P068687,2024-10-30,Size issue,1889.3,Pending
R5870820,O4969728,P167925,2024-09-11,Color mismatch,2061.81,Completed
R9174771,O3845136,P521291,2024-12-30,Size issue,2049.91,Pending
R8667211,O4595220,P735599,2024-02-29,Size issue,420.87,Completed
R5452198,O5211238,P543541,2024-09-26,Late delivery,472.46,Completed
R7147787,O6000602,P175801,2024-07-31,Size issue,1234.1,Pending
R1557426,O3164537,P849790,2024-04-04,Size issue,6085.71,Completed
R6848962,O5821617,P048050,2024-03-18,Quality issue,1290.03,Completed
R4781195,O1433614,P361710,2024-06-13,Not as described,5117.13,Completed
R7811693,O3688384,P403005,2024-11-04,Quality issue,1302.98,Pending
R3322642,O9887177,P057754,2025-01-14,Not as described,4528.84,Pending
R8780841,O5285278,P699494,2024-12-04,Damaged item,318.41,Completed
R8116924,O4859700,P102315,2024-09-20,Damaged item,331.84,Pending
R8601451,O9636521,P334786,2024-11-23,Not as described,1672.49,Completed
R6869091,O9078304,P636418,2025-01-28,Size issue,3063.83,Pending
R8495607,O8909860,P228032,2024-01-26,Not as described,928.13,Completed
R2682581,O3405274,P651325,2024-08-04,Quality issue,995.54,Completed
R6014084,O9405069,P881958,2024-04-06,Damaged item,1369.53,Completed
R5580720,O9030025,P485500,2024-09-24,Not as described,1434.76,Completed
R6850244,O4474425,P612644,2024-07-17,Damaged item,3374.37,Completed
R5207154,O1674783,P478984,2024-01-27,Damaged item,2674.11,Pending
R4137350,O3033063,P742676,2024-02-06,Not as described,1173.53,Completed
R8262930,O7053848,P684670,2024-11-09,Damaged item,627.97,Completed
R9815917,O5697430,P162026,2024-05-12,Color mismatch,2048.53,Completed
R4012851,O1507665,P791666,2024-04-20,Size issue,2966.49,Pending
R9027237,O5218587,P418140,2024-03-18,Late delivery,949.52,Completed
R8270684,O7341590,P244674,2025-02-01,Not as described,959.99,Completed
R6513296,O6328010,P695169,2025-01-31,Late delivery,1250.32,Completed
R6483201,O2124159,P700393,2024-10-25,Late delivery,908.57,Completed
R2586877,O6093675,P861933,2024-02-05,Late delivery,845.62,Pending
R4298957,O3264156,P765370,2024-07-12,Color mismatch,3491.69,Completed
R3506285,O7583129,P335441,2024-01-30,Color mismatch,1257.78,Pending
R4779335,O8963783,P607303,2024-04-28,Not as described,695.53,Pending
R1600583,O2180382,P625007,2024-09-18,Late delivery,2180.92,Completed
R2391064,O5795513,P853825,2024-06-20,Not as described,1962.42,Completed
R9376894,O7040750,P867540,2024-07-13,Damaged item,3846.73,Pending
R2143936,O8664469,P489707,2024-03-30,Late delivery,1895.12,Completed
R8766773,O5694523,P682040,2024-12-27,Damaged item,3032.16,Pending
R1380984,O6567478,P465885,2024-07-17,Color mismatch,855.17,Pending
R5233606,O7718494,P747832,2024-05-21,Not as described,1998.32,Completed
R4886359,O9645850,P193156,2024-09-13,Not as described,1156.2,Pending
R6846251,O3495630,P490079,2024-07-10,Color mismatch,1352.53,Pending
R3300607,O1629713,P267582,2024-03-07,Quality issue,1672.22,Completed
R8215828,O7632303,P232196,2025-01-16,Damaged item,1894.48,Pending
R7514640,O2757220,P988743,2024-07-13,Color mismatch,2645.16,Completed
R2159603,O9460767,P206050,2024-06-04,Late delivery,4290.6,Completed
R2894021,O3542699,P706249,2024-10-12,Not as described,3779.21,Completed
R7777118,O6606808,P488262,2024-03-19,Late delivery,1283.0,Pending
R6150980,O2934988,P578455,2024-06-26,Color mismatch,1600.91,Pending
R8495657,O7009001,P789805,2024-07-20,Not as described,1954.02,Pending
R6365324,O5245434,P408194,2024-01-31,Not as described,775.45,Completed
R8434767,O2606696,P703828,2024-09-27,Quality issue,3484.56,Pending
R7352933,O7009001,P789805,2024-07-24,Not as described,2931.25,Completed
R9690352,O1705836,P761082,2024-11-10,Not as described,7037.75,Completed
R6128453,O5030302,P271121,2024-06-18,Color mismatch,2969.95,Completed
R7423431,O7975166,P672867,2024-04-05,Size issue,361.51,Completed
R1430409,O1822427,P900889,2024-03-17,Late delivery,1330.43,Completed
R3532436,O8787755,P852697,2024-08-07,Size issue,2267.34,Pending
R8337694,O1180207,P281891,2025-02-08,Late delivery,755.46,Pending
R1653250,O9368010,P051983,2024-05-21,Color mismatch,2486.28,Completed
R8214442,O3100781,P557786,2024-08-23,Color mismatch,2202.67,Pending
R5703061,O6278907,P046424,2024-05-01,Color mismatch,3736.48,Pending
R8611377,O3111629,P226497,2024-07-24,Quality issue,1049.85,Pending
R4620891,O2579691,P991954,2024-10-10,Size issue,1692.88,Completed
R3230867,O3074442,P155023,2024-04-02,Quality issue,402.24,Completed
R3094806,O9940894,P953061,2024-08-08,Damaged item,224.97,Pending
R7824467,O1566715,P121267,2024-03-25,Not as described,1293.96,Pending
R2386053,O9657777,P210827,2024-09-01,Quality issue,2689.55,Completed
R4644954,O1410265,P837511,2024-02-24,Not as described,5539.51,Completed
R7308643,O1364774,P844206,2024-06-02,Not as described,2683.35,Pending
R7126096,O8155022,P408612,2024-11-05,Not as described,1411.31,Completed
R5436029,O9750339,P644708,2024-01-17,Color mismatch,2320.46,Completed
R2416433,O5726705,P198183,2024-05-02,Not as described,1939.73,Completed
R4926944,O6734227,P397706,2024-10-23,Color mismatch,1075.76,Pending
R3005984,O3962926,P151189,2024-03-18,Size issue,1277.28,Pending
R6953448,O3120066,P903281,2024-12-01,Size issue,3074.42,Completed
R5801675,O2577362,P222995,2024-02-18,Quality issue,4292.69,Completed
R9371010,O2544253,P456910,2024-03-26,Not as described,1301.08,Completed
R3481895,O5431231,P085483,2024-01-09,Color mismatch,1015.51,Pending
R8537117,O8918718,P245951,2024-01-18,Quality issue,368.04,Completed
R2325877,O3450380,P079901,2024-04-11,Damaged item,323.7,Completed
R7971014,O6213519,P101433,2024-02-23,Quality issue,1005.07,Pending
R6710405,O7206659,P838066,2024-03-03,Quality issue,962.97,Completed
R6747790,O6863111,P163626,2024-03-22,Not as described,488.77,Pending
R6622111,O7963057,P541515,2024-07-21,Late delivery,3058.13,Completed
R2008946,O5512828,P199943,2025-01-06,Size issue,127.91,Completed
R3518304,O5694877,P979496,2024-08-31,Color mismatch,1679.09,Pending
R7494899,O7115059,P340974,2024-07-23,Quality issue,1083.12,Pending
R3383744,O8220960,P871660,2024-04-22,Damaged item,3804.99,Pending
R5392387,O4726956,P732387,2025-01-28,Quality issue,2601.89,Pending
R8922890,O1937748,P301763,2024-11-14,Size issue,1018.24,Pending
R8488713,O4981038,P105374,2024-11-21,Quality issue,1958.92,Completed
R6685923,O1041568,P350391,2024-10-01,Not as described,3263.03,Pending
R8871774,O1049461,P927293,2025-01-30,Color mismatch,1093.3,Completed
R7689839,O2173184,P133888,2024-02-20,Size issue,2399.76,Pending
R5160607,O5285711,P327594,2024-12-26,Late delivery,3007.75,Completed
R1892261,O2580776,P861379,2024-05-05,Color mismatch,3600.71,Completed
R3986737,O5631433,P786564,2025-01-09,Size issue,763.82,Completed
R4722036,O5223476,P870882,2024-07-15,Size issue,435.32,Completed
R3490481,O2189425,P790838,2024-04-18,Quality issue,762.68,Pending
R4926313,O9753119,P129607,2024-05-21,Damaged item,4300.32,Completed
R2304481,O9725998,P060338,2024-03-06,Quality issue,804.64,Completed
R2111594,O4235701,P755970,2024-02-24,Size issue,5150.39,Completed
R5862212,O2415308,P081695,2024-10-03,Color mismatch,1660.41,Pending
R4632457,O3611450,P047619,2024-05-04,Not as described,1915.19,Completed
R8937621,O5295508,P865582,2024-08-12,Color mismatch,2964.26,Pending
R8530282,O8535217,P195054,2025-01-14,Quality issue,4769.51,Completed
R8882537,O9262200,P153901,2024-10-07,Not as described,1105.63,Completed
R4730967,O6512568,P554321,2024-06-30,Size issue,3210.73,Pending
R3388407,O7263052,P448236,2024-11-24,Size issue,1274.91,Pending
R5093312,O9748034,P105143,2024-12-19,Size issue,1246.72,Pending
R5276446,O6708259,P921483,2024-07-30,Not as described,1715.68,Completed
R5480246,O6566863,P762420,2024-09-12,Not as described,562.1,Completed
R7644591,O2891782,P107706,2024-07-07,Not as described,670.49,Pending
R3834812,O5774551,P612967,2025-01-21,Size issue,1806.41,Completed
R7750941,O7223465,P464877,2024-04-23,Color mismatch,1543.62,Pending
R4475237,O1833199,P083314,2024-03-03,Size issue,717.33,Pending
R8675223,O9266543,P800165,2024-04-15,Color mismatch,1543.6,Completed
R7582568,O6994815,P786880,2024-05-12,Not as described,2747.05,Pending
R9566272,O7465802,P916496,2025-01-16,Not as described,1527.54,Pending
R6750514,O1545143,P384034,2024-07-24,Color mismatch,5345.57,Completed
R8423801,O2962944,P009416,2024-08-29,Late delivery,761.41,Pending
R9554284,O3580126,P184051,2024-01-24,Damaged item,238.53,Completed
R8329561,O6554738,P307452,2024-04-19,Not as described,1066.47,Completed
R1930014,O9307611,P522039,2024-04-08,Size issue,793.43,Completed
R4674865,O1515683,P931217,2025-01-02,Size issue,1643.9,Pending
R5804311,O3934046,P440276,2024-09-20,Late delivery,1476.12,Pending
R8903766,O7487145,P615842,2024-09-25,Quality issue,2569.71,Pending
R5920614,O6777712,P263384,2024-01-22,Size issue,3349.12,Pending
R8827245,O9326829,P109391,2024-06-08,Size issue,469.48,Pending
R2656901,O3053416,P320486,2024-03-14,Damaged item,1210.53,Pending
R3557004,O8442909,P794569,2024-12-17,Size issue,2094.33,Pending
R9019671,O8705015,P426674,2024-12-24,Late delivery,1990.56,Pending
R5686838,O5769513,P085091,2024-12-06,Late delivery,2964.2,Completed
R8984217,O5544133,P868431,2024-01-13,Quality issue,1014.51,Completed
R2682153,O5178343,P662284,2024-04-17,Late delivery,790.99,Pending
R5239635,O6469091,P619663,2024-06-27,Not as described,1815.2,Pending
R5971844,O3882112,P361677,2024-11-12,Size issue,945.73,Pending
R2758329,O3006657,P468597,2024-06-08,Not as described,946.56,Pending
R6677529,O6752211,P094132,2024-04-08,Color mismatch,1401.97,Pending
R1968797,O9075334,P012755,2024-04-19,Quality issue,389.87,Completed
R7621158,O7989178,P123884,2024-07-19,Color mismatch,5476.45,Pending
R9811979,O3415269,P137283,2024-08-31,Quality issue,1440.0,Pending
R2709904,O8147390,P427674,2024-08-28,Not as described,1141.55,Pending
R2232317,O1539299,P318935,2025-01-19,Color mismatch,1243.28,Pending
R4096134,O9296714,P654846,2024-11-19,Not as described,1085.5,Completed
R4208747,O1736251,P345760,2024-12-25,Size issue,3168.4,Completed
R8544821,O4941626,P071298,2024-10-06,Not as described,2201.64,Completed
R8523737,O7290392,P619145,2024-11-24,Not as described,408.41,Pending
R4770514,O1942946,P573948,2024-11-03,Color mismatch,5220.57,Completed
R8625034,O1833199,P083314,2024-03-10,Quality issue,878.27,Completed
R2032739,O1941788,P742344,2024-04-14,Not as described,2450.4,Completed
R8259667,O5126357,P090340,2024-03-30,Late delivery,2228.95,Completed
R8171682,O1047938,P286231,2024-05-09,Not as described,994.35,Completed
R6224183,O2133956,P614279,2024-06-23,Damaged item,3687.68,Pending
R2000392,O3043065,P202233,2024-08-17,Late delivery,2108.24,Pending
R3258678,O8196959,P768835,2024-12-27,Quality issue,383.52,Completed
R5586191,O7690486,P440158,2024-01-18,Size issue,921.66,Completed
R3015130,O5487549,P333855,2025-01-31,Damaged item,1581.42,Pending
R9211552,O4245894,P336163,2024-10-31,Quality issue,1113.02,Completed
R3757086,O1628882,P067162,2024-11-03,Not as described,2296.33,Pending
R3345504,O9437619,P665124,2024-09-09,Size issue,3614.61,Completed
R1216909,O3852915,P896561,2024-02-11,Late delivery,994.61,Pending
R5618121,O1733064,P883004,2024-05-30,Damaged item,3192.91,Pending
R8073393,O3836050,P311118,2024-10-15,Not as described,2009.12,Completed
R3539924,O6179241,P008422,2024-04-25,Late delivery,941.28,Completed
R5012150,O6090317,P915944,2024-07-11,Not as described,1620.33,Completed
R4958683,O5779635,P855777,2024-11-25,Color mismatch,1121.07,Completed
R5244967,O5480319,P424902,2024-09-21,Size issue,1856.72,Completed
R1430391,O4858376,P436384,2024-02-15,Damaged item,7374.83,Completed
R1388225,O6877963,P703828,2024-08-15,Color mismatch,3659.28,Pending
R8442872,O7014666,P675293,2024-03-12,Size issue,563.91,Pending
R1874937,O5561060,P973391,2024-12-01,Damaged item,3417.83,Completed
R1500148,O2914235,P113403,2024-01-20,Color mismatch,1428.25,Pending
R4246333,O1516533,P513167,2024-10-21,Damaged item,1882.99,Pending
R3445385,O5490884,P238540,2024-10-27,Quality issue,954.58,Pending
R7593262,O2674017,P705722,2024-07-22,Not as described,4372.55,Pending
R1130250,O7464923,P079361,2024-11-18,Not as described,334.17,Pending
R7256293,O6485162,P049764,2024-06-03,Late delivery,1841.2,Pending
R4356908,O8187470,P082528,2024-01-28,Not as described,495.06,Pending
R3228017,O3743420,P715662,2024-06-07,Quality issue,189.9,Completed
R9817999,O6397751,P159658,2024-10-05,Late delivery,6371.96,Pending
R6210626,O3655778,P986853,2024-05-16,Quality issue,1424.74,Pending
R3931848,O6319266,P610492,2024-08-28,Damaged item,5788.68,Completed
R2577322,O7359013,P323576,2024-05-16,Damaged item,495.15,Completed
R7323293,O8118371,P072262,2024-11-02,Late delivery,3241.7,Completed
R3281371,O9703870,P225280,2024-12-21,Not as described,290.55,Pending
R9904754,O8616581,P957329,2024-03-17,Not as described,236.28,Pending
R9392075,O5423385,P633951,2024-10-09,Damaged item,1391.66,Completed
R5421458,O7978261,P596310,2024-08-15,Quality issue,890.1,Pending
R7291678,O8734633,P515779,2025-01-26,Size issue,811.73,Pending
R8290207,O7277210,P763675,2024-12-25,Size issue,309.45,Completed
R4445468,O2540790,P230482,2024-11-23,Color mismatch,4621.7,Pending
R8257377,O1820952,P090850,2024-04-24,Quality issue,2747.51,Pending
R5510680,O6512701,P329782,2024-05-03,Size issue,566.2,Completed
R2098851,O6369915,P551413,2024-04-04,Quality issue,636.67,Completed
R3005274,O7058271,P197526,2024-02-19,Late delivery,550.35,Completed
R3787244,O6939488,P849944,2024-11-07,Quality issue,6548.51,Completed
R7055249,O1425446,P826954,2024-04-20,Quality issue,2725.75,Completed
R3155801,O9625972,P103760,2024-02-08,Color mismatch,391.82,Completed
R4719176,O9181114,P900186,2024-06-25,Late delivery,726.54,Pending
R4812300,O8879372,P822155,2024-06-09,Not as described,3822.52,Pending
R6641973,O7254902,P789445,2024-06-05,Late delivery,278.81,Pending
R2854010,O1861388,P657330,2024-01-18,Late delivery,811.63,Completed
R2652009,O1694388,P161326,2024-12-08,Size issue,775.94,Pending
R9453088,O9597255,P559177,2025-01-19,Size issue,2063.31,Pending
R8696695,O3464519,P962152,2024-11-21,Damaged item,2455.53,Completed
R6832712,O7159676,P540575,2024-08-11,Not as described,988.08,Completed
R2836115,O4946404,P986536,2024-01-20,Color mismatch,5200.88,Completed
R6269104,O9214051,P806175,2024-02-23,Damaged item,281.93,Completed
R9404965,O3982669,P528212,2025-01-04,Damaged item,3774.52,Pending
R7398707,O2977431,P823803,2024-08-29,Not as described,1367.49,Pending
R8425427,O1714987,P442481,2024-09-15,Color mismatch,961.9,Completed
R8189435,O8008810,P717205,2024-02-24,Size issue,1436.58,Pending
R4153529,O7401242,P575523,2024-11-01,Color mismatch,1080.37,Pending
R1117520,O2751242,P890083,2024-06-07,Quality issue,1524.37,Completed
R6287111,O4551965,P973391,2024-08-03,Size issue,7611.4,Pending
R9744753,O7296969,P954279,2024-04-30,Not as described,1998.55,Pending
R1385662,O9829245,P281269,2024-05-17,Damaged item,1393.55,Completed
R3439854,O2927873,P814633,2024-04-07,Color mismatch,1752.05,Pending
R5015242,O5826238,P651325,2024-12-04,Color mismatch,3647.29,Pending
R2694956,O7908242,P566296,2024-10-01,Quality issue,1366.66,Pending
R5462628,O7664381,P396401,2024-08-18,Late delivery,599.73,Completed
R5569836,O5917289,P373302,2024-04-16,Size issue,432.0,Completed
R2124071,O7731457,P665807,2024-12-12,Damaged item,1129.33,Pending
R5585961,O8135112,P927890,2024-11-24,Not as described,699.79,Pending
R6670237,O1797552,P135042,2024-03-04,Size issue,4264.78,Completed
R5488399,O9156063,P383492,2024-05-19,Quality issue,839.83,Pending
R8466338,O6574642,P662359,2024-11-29,Size issue,4397.69,Pending
R2033815,O6332126,P197526,2024-03-23,Damaged item,413.37,Pending
R4579617,O3325139,P096906,2024-11-19,Late delivery,3798.19,Pending
R3610392,O6739810,P920583,2024-06-20,Quality issue,3030.95,Pending
R6760611,O6541593,P004322,2024-02-04,Quality issue,883.83,Pending
R1864123,O7444319,P994907,2024-01-07,Color mismatch,446.37,Pending
R5896350,O5351412,P391175,2024-10-09,Not as described,399.74,Completed
R9598771,O7263052,P448236,2024-11-20,Quality issue,1924.89,Pending
R1011458,O9744643,P102680,2024-06-14,Damaged item,848.9,Completed
R5031310,O3272977,P500357,2025-01-27,Size issue,1601.91,Pending
R1339054,O5876078,P927343,2024-09-25,Damaged item,2929.07,Pending
R6590583,O8140972,P510492,2024-06-02,Not as described,4053.23,Pending
R9799025,O9657069,P797136,2024-11-29,Damaged item,4286.63,Completed
R6688976,O4573002,P393349,2024-11-19,Not as described,1335.47,Completed
