product_id,product_name,brand,category,sub_category,gender,mrp,discount_pct,selling_price
P098186,Product_3351,Brand_18,Clothing,Kids' Clothing,Unisex,499,10,449.1
P845369,Product_8923,Brand_43,Pet Supplies,Grooming & Care,Unisex,1999,25,1499.25
P352624,Product_2823,Brand_48,Furniture,Living Room Furniture,Male,499,15,424.15
P836087,Product_9615,Brand_27,Clothing,Men's Clothing,Female,699,5,664.05
P551161,Product_1357,Brand_25,Footwear,Men's Footwear,Male,1499,30,1049.3
P507855,Product_2188,Brand_46,Pet Supplies,Grooming & Care,Female,2499,10,2249.1
P935073,Product_8145,Brand_5,Clothing,Women's Clothing,Unisex,499,5,474.05
P228302,Product_9127,Brand_12,Clothing,Women's Clothing,Girl Kid,699,50,349.5
P847686,Product_6620,Brand_45,Clothing,Men's Clothing,Boy Kid,2499,50,1249.5
P225164,Product_1191,Brand_50,Footwear,Men's Footwear,Boy Kid,699,5,664.05
P352198,Product_2271,Brand_27,Pet Supplies,Grooming & Care,Unisex,1299,25,974.25
P418133,Product_2038,Brand_27,Pet Supplies,Grooming & Care,Girl Kid,499,30,349.3
P700916,Product_1874,Brand_35,Footwear,Men's Footwear,Unisex,2499,25,1874.25
P892427,Product_1079,Brand_10,Clothing,Kids' Clothing,Unisex,699,50,349.5
P607219,Product_2157,Brand_49,Clothing,Women's Clothing,Unisex,499,50,249.5
P554457,Product_1030,Brand_42,Pet Supplies,Grooming & Care,Unisex,2499,5,2374.05
P352650,Product_6154,Brand_49,Clothing,Men's Clothing,Female,999,15,849.15
P012946,Product_2173,Brand_50,Footwear,Women's Footwear,Girl Kid,1499,20,1199.2
P761620,Product_6416,Brand_14,Footwear,Women's Footwear,Male,1999,30,1399.3
P146500,Product_1237,Brand_16,Clothing,Men's Clothing,Unisex,999,30,699.3
P039336,Product_7735,Brand_21,Furniture,Living Room Furniture,Unisex,699,40,419.4
P213315,Product_7776,Brand_10,Clothing,Kids' Clothing,Girl Kid,1999,50,999.5
P619145,Product_8297,Brand_29,Footwear,Women's Footwear,Girl Kid,499,50,249.5
P616954,Product_4794,Brand_16,Pet Supplies,Grooming & Care,Female,1299,5,1234.05
P572989,Product_8466,Brand_49,Clothing,Kids' Clothing,Unisex,2499,10,2249.1
P269982,Product_6621,Brand_6,Footwear,Men's Footwear,Unisex,1299,10,1169.1
P614348,Product_7045,Brand_26,Footwear,Women's Footwear,Boy Kid,499,10,449.1
P886372,Product_8459,Brand_32,Clothing,Women's Clothing,Male,999,50,499.5
P245643,Product_2687,Brand_11,Clothing,Women's Clothing,Male,699,15,594.15
P549368,Product_1227,Brand_36,Pet Supplies,Grooming & Care,Girl Kid,999,30,699.3
P271557,Product_2838,Brand_38,Clothing,Kids' Clothing,Female,999,50,499.5
P484951,Product_7549,Brand_21,Pet Supplies,Grooming & Care,Female,2499,5,2374.05
P450235,Product_6897,Brand_40,Clothing,Kids' Clothing,Male,1499,15,1274.15
P060472,Product_3774,Brand_10,Footwear,Men's Footwear,Boy Kid,1299,20,1039.2
P529723,Product_3787,Brand_28,Clothing,Kids' Clothing,Male,1499,15,1274.15
P585295,Product_8174,Brand_29,Furniture,Living Room Furniture,Female,1999,50,999.5
P523597,Product_8314,Brand_11,Clothing,Men's Clothing,Female,499,5,474.05
P420610,Product_3289,Brand_42,Pet Supplies,Grooming & Care,Girl Kid,1299,5,1234.05
P029034,Product_6530,Brand_17,Furniture,Living Room Furniture,Female,1299,20,1039.2
P207616,Product_4698,Brand_19,Furniture,Living Room Furniture,Girl Kid,699,5,664.05
P823452,Product_7610,Brand_40,Clothing,Kids' Clothing,Girl Kid,1299,10,1169.1
P731610,Product_4397,Brand_3,Clothing,Kids' Clothing,Girl Kid,499,50,249.5
P483220,Product_8696,Brand_8,Footwear,Women's Footwear,Female,1999,15,1699.15
P293566,Product_4909,Brand_40,Pet Supplies,Grooming & Care,Girl Kid,1299,50,649.5
P030708,Product_1122,Brand_37,Pet Supplies,Grooming & Care,Female,499,50,249.5
P012495,Product_1533,Brand_20,Pet Supplies,Grooming & Care,Boy Kid,1999,25,1499.25
P486486,Product_7183,Brand_31,Furniture,Living Room Furniture,Girl Kid,699,20,559.2
P675293,Product_8847,Brand_26,Furniture,Living Room Furniture,Girl Kid,699,10,629.1
P152507,Product_2045,Brand_1,Pet Supplies,Grooming & Care,Female,699,5,664.05
P289650,Product_3915,Brand_50,Clothing,Kids' Clothing,Unisex,699,5,664.05
P504709,Product_1019,Brand_41,Furniture,Living Room Furniture,Girl Kid,1299,50,649.5
P481425,Product_7956,Brand_8,Clothing,Men's Clothing,Girl Kid,1999,25,1499.25
P049900,Product_9431,Brand_18,Pet Supplies,Grooming & Care,Male,1999,30,1399.3
P130730,Product_6635,Brand_19,Clothing,Men's Clothing,Unisex,1499,50,749.5
P240561,Product_7627,Brand_8,Footwear,Women's Footwear,Unisex,2499,50,1249.5
P769823,Product_6371,Brand_37,Pet Supplies,Grooming & Care,Unisex,499,10,449.1
P020628,Product_9144,Brand_35,Footwear,Women's Footwear,Male,2499,25,1874.25
P636418,Product_6446,Brand_4,Furniture,Living Room Furniture,Female,1299,30,909.3
P378780,Product_6167,Brand_26,Clothing,Kids' Clothing,Female,499,25,374.25
P738791,Product_6431,Brand_20,Footwear,Women's Footwear,Female,1999,20,1599.2
P315850,Product_9093,Brand_22,Pet Supplies,Grooming & Care,Unisex,1299,15,1104.15
P702622,Product_6960,Brand_8,Footwear,Men's Footwear,Male,699,15,594.15
P657829,Product_8937,Brand_13,Clothing,Men's Clothing,Female,1299,40,779.4
P927222,Product_7130,Brand_2,Clothing,Kids' Clothing,Unisex,699,50,349.5
P642582,Product_5819,Brand_44,Clothing,Kids' Clothing,Boy Kid,999,25,749.25
P221837,Product_3553,Brand_33,Clothing,Women's Clothing,Female,2499,25,1874.25
P569061,Product_1565,Brand_34,Footwear,Women's Footwear,Boy Kid,1299,15,1104.15
P716081,Product_3884,Brand_3,Clothing,Men's Clothing,Female,999,50,499.5
P246874,Product_6885,Brand_2,Footwear,Men's Footwear,Male,1299,15,1104.15
P911471,Product_4846,Brand_40,Pet Supplies,Grooming & Care,Unisex,1299,50,649.5
P767562,Product_8534,Brand_3,Footwear,Men's Footwear,Boy Kid,1499,15,1274.15
P708313,Product_4984,Brand_14,Clothing,Kids' Clothing,Boy Kid,999,50,499.5
P860861,Product_7661,Brand_29,Pet Supplies,Grooming & Care,Girl Kid,1499,40,899.4
P379388,Product_5749,Brand_20,Clothing,Women's Clothing,Female,1299,15,1104.15
P339181,Product_1054,Brand_40,Footwear,Men's Footwear,Boy Kid,999,20,799.2
P693421,Product_8060,Brand_31,Footwear,Women's Footwear,Female,1999,10,1799.1
P765197,Product_6436,Brand_40,Furniture,Living Room Furniture,Female,1999,30,1399.3
P503391,Product_1391,Brand_42,Clothing,Women's Clothing,Male,1299,15,1104.15
P591408,Product_6630,Brand_7,Furniture,Living Room Furniture,Girl Kid,999,50,499.5
P700393,Product_1129,Brand_22,Clothing,Kids' Clothing,Boy Kid,1499,20,1199.2
P199887,Product_2318,Brand_45,Clothing,Kids' Clothing,Girl Kid,499,25,374.25
P373562,Product_7976,Brand_18,Pet Supplies,Grooming & Care,Boy Kid,699,50,349.5
P550357,Product_7761,Brand_33,Footwear,Men's Footwear,Unisex,1499,15,1274.15
P503353,Product_6604,Brand_44,Pet Supplies,Grooming & Care,Female,999,50,499.5
P592060,Product_8452,Brand_9,Clothing,Women's Clothing,Unisex,699,5,664.05
P815665,Product_5299,Brand_47,Pet Supplies,Grooming & Care,Unisex,699,10,629.1
P417885,Product_4282,Brand_26,Pet Supplies,Grooming & Care,Male,1999,10,1799.1
P899792,Product_6789,Brand_1,Clothing,Kids' Clothing,Unisex,1299,15,1104.15
P770791,Product_2482,Brand_7,Furniture,Living Room Furniture,Girl Kid,2499,20,1999.2
P820035,Product_8372,Brand_27,Pet Supplies,Grooming & Care,Female,999,25,749.25
P134908,Product_2042,Brand_12,Clothing,Kids' Clothing,Boy Kid,999,25,749.25
P330506,Product_7889,Brand_35,Footwear,Men's Footwear,Male,1299,15,1104.15
P516755,Product_3159,Brand_25,Footwear,Women's Footwear,Boy Kid,2499,15,2124.15
P995335,Product_2968,Brand_12,Furniture,Living Room Furniture,Girl Kid,499,5,474.05
P984065,Product_9688,Brand_1,Clothing,Men's Clothing,Boy Kid,1499,30,1049.3
P755784,Product_6378,Brand_5,Clothing,Men's Clothing,Boy Kid,1299,20,1039.2
P780537,Product_3838,Brand_33,Footwear,Men's Footwear,Unisex,1999,5,1899.05
P487707,Product_2669,Brand_38,Furniture,Living Room Furniture,Male,699,50,349.5
P148886,Product_1127,Brand_48,Footwear,Men's Footwear,Female,1499,10,1349.1
P887154,Product_7480,Brand_38,Footwear,Women's Footwear,Girl Kid,2499,10,2249.1
P279570,Product_5492,Brand_48,Footwear,Men's Footwear,Boy Kid,499,50,249.5
P403153,Product_6298,Brand_37,Clothing,Women's Clothing,Male,499,30,349.3
P379330,Product_4670,Brand_32,Furniture,Living Room Furniture,Female,499,20,399.2
P282437,Product_3696,Brand_37,Footwear,Men's Footwear,Unisex,699,40,419.4
P015704,Product_3948,Brand_4,Clothing,Kids' Clothing,Boy Kid,1299,40,779.4
P304631,Product_6029,Brand_13,Pet Supplies,Grooming & Care,Male,699,50,349.5
P644071,Product_1708,Brand_20,Furniture,Living Room Furniture,Male,499,30,349.3
P770671,Product_9350,Brand_41,Furniture,Living Room Furniture,Unisex,999,25,749.25
P160625,Product_4852,Brand_41,Pet Supplies,Grooming & Care,Boy Kid,2499,25,1874.25
P316938,Product_4050,Brand_8,Furniture,Living Room Furniture,Male,999,50,499.5
P731850,Product_8556,Brand_26,Clothing,Women's Clothing,Boy Kid,1999,15,1699.15
P897639,Product_1872,Brand_17,Footwear,Women's Footwear,Male,499,50,249.5
P829273,Product_9209,Brand_23,Footwear,Men's Footwear,Girl Kid,1299,40,779.4
P973896,Product_8641,Brand_20,Furniture,Living Room Furniture,Girl Kid,1499,20,1199.2
P887794,Product_1232,Brand_14,Footwear,Men's Footwear,Boy Kid,699,40,419.4
P925509,Product_7685,Brand_13,Footwear,Men's Footwear,Girl Kid,1499,5,1424.05
P602279,Product_5150,Brand_15,Pet Supplies,Grooming & Care,Male,999,40,599.4
P242125,Product_3064,Brand_3,Pet Supplies,Grooming & Care,Boy Kid,1999,30,1399.3
P690780,Product_2043,Brand_29,Footwear,Women's Footwear,Girl Kid,1999,15,1699.15
P784466,Product_5514,Brand_3,Clothing,Women's Clothing,Unisex,2499,30,1749.3
P781736,Product_1026,Brand_7,Footwear,Women's Footwear,Male,1499,50,749.5
P667869,Product_7790,Brand_44,Footwear,Men's Footwear,Unisex,1499,15,1274.15
P963765,Product_1061,Brand_35,Clothing,Women's Clothing,Girl Kid,1999,30,1399.3
P309753,Product_3931,Brand_31,Pet Supplies,Grooming & Care,Male,1499,5,1424.05
P461291,Product_6804,Brand_5,Footwear,Men's Footwear,Unisex,2499,40,1499.4
P955497,Product_4136,Brand_38,Clothing,Women's Clothing,Girl Kid,2499,5,2374.05
P018938,Product_5831,Brand_30,Clothing,Men's Clothing,Male,499,15,424.15
P823964,Product_2414,Brand_5,Footwear,Men's Footwear,Girl Kid,2499,40,1499.4
P905356,Product_1078,Brand_26,Clothing,Men's Clothing,Female,1999,10,1799.1
P439182,Product_6694,Brand_36,Pet Supplies,Grooming & Care,Unisex,2499,5,2374.05
P758327,Product_2141,Brand_15,Footwear,Men's Footwear,Girl Kid,2499,20,1999.2
P297203,Product_4796,Brand_19,Footwear,Men's Footwear,Girl Kid,1499,50,749.5
P041683,Product_1617,Brand_38,Footwear,Women's Footwear,Boy Kid,1499,5,1424.05
P353532,Product_7923,Brand_48,Clothing,Kids' Clothing,Male,1999,40,1199.4
P732617,Product_8660,Brand_36,Footwear,Men's Footwear,Female,2499,25,1874.25
P133401,Product_1039,Brand_4,Footwear,Men's Footwear,Boy Kid,999,40,599.4
P132746,Product_8873,Brand_46,Pet Supplies,Grooming & Care,Male,999,25,749.25
P355132,Product_1620,Brand_15,Clothing,Men's Clothing,Male,2499,5,2374.05
P743475,Product_9989,Brand_35,Pet Supplies,Grooming & Care,Unisex,1499,20,1199.2
P450315,Product_7227,Brand_42,Footwear,Men's Footwear,Male,499,30,349.3
P557786,Product_7648,Brand_12,Furniture,Living Room Furniture,Boy Kid,999,25,749.25
P561967,Product_5271,Brand_13,Clothing,Women's Clothing,Female,1999,5,1899.05
P695960,Product_3690,Brand_15,Pet Supplies,Grooming & Care,Unisex,1999,30,1399.3
P504041,Product_7793,Brand_10,Pet Supplies,Grooming & Care,Female,499,20,399.2
P743508,Product_1810,Brand_9,Clothing,Kids' Clothing,Girl Kid,999,30,699.3
P143059,Product_7063,Brand_12,Clothing,Women's Clothing,Unisex,499,40,299.4
P842872,Product_3998,Brand_49,Furniture,Living Room Furniture,Girl Kid,2499,50,1249.5
P666808,Product_2134,Brand_42,Clothing,Kids' Clothing,Girl Kid,499,50,249.5
P488464,Product_6840,Brand_11,Clothing,Kids' Clothing,Female,1999,15,1699.15
P873327,Product_8357,Brand_38,Pet Supplies,Grooming & Care,Boy Kid,1499,30,1049.3
P247579,Product_6580,Brand_7,Clothing,Kids' Clothing,Unisex,699,15,594.15
P750493,Product_6941,Brand_32,Clothing,Men's Clothing,Female,1499,20,1199.2
P590902,Product_3672,Brand_6,Footwear,Men's Footwear,Female,1299,20,1039.2
P412816,Product_7230,Brand_28,Pet Supplies,Grooming & Care,Unisex,999,50,499.5
P635518,Product_9415,Brand_27,Pet Supplies,Grooming & Care,Boy Kid,1999,30,1399.3
P653948,Product_6980,Brand_12,Furniture,Living Room Furniture,Unisex,499,40,299.4
P921438,Product_5110,Brand_20,Furniture,Living Room Furniture,Male,2499,50,1249.5
P807561,Product_1882,Brand_47,Clothing,Kids' Clothing,Male,699,15,594.15
P237835,Product_7964,Brand_42,Footwear,Men's Footwear,Unisex,1299,25,974.25
P976789,Product_4147,Brand_7,Footwear,Men's Footwear,Boy Kid,1299,15,1104.15
P679177,Product_9473,Brand_35,Furniture,Living Room Furniture,Unisex,1499,50,749.5
P503792,Product_5479,Brand_30,Footwear,Men's Footwear,Girl Kid,1999,25,1499.25
P706078,Product_5799,Brand_36,Clothing,Men's Clothing,Boy Kid,999,40,599.4
P669789,Product_9278,Brand_47,Clothing,Women's Clothing,Female,2499,30,1749.3
P654561,Product_4133,Brand_28,Clothing,Men's Clothing,Unisex,699,20,559.2
P880884,Product_4257,Brand_25,Clothing,Women's Clothing,Male,2499,20,1999.2
P683847,Product_1957,Brand_33,Clothing,Kids' Clothing,Unisex,2499,25,1874.25
P667794,Product_7364,Brand_13,Clothing,Women's Clothing,Male,999,25,749.25
P419740,Product_4921,Brand_44,Clothing,Kids' Clothing,Girl Kid,1999,40,1199.4
P461125,Product_4166,Brand_18,Footwear,Women's Footwear,Female,2499,30,1749.3
P404275,Product_4230,Brand_46,Furniture,Living Room Furniture,Girl Kid,1999,10,1799.1
P090449,Product_9148,Brand_30,Footwear,Men's Footwear,Female,999,50,499.5
P831675,Product_9426,Brand_1,Clothing,Men's Clothing,Girl Kid,1299,25,974.25
P151678,Product_1760,Brand_38,Footwear,Women's Footwear,Unisex,999,10,899.1
P854247,Product_9485,Brand_44,Clothing,Women's Clothing,Boy Kid,999,15,849.15
P421517,Product_7501,Brand_4,Clothing,Women's Clothing,Girl Kid,2499,20,1999.2
P281758,Product_8335,Brand_11,Clothing,Men's Clothing,Male,999,20,799.2
P479589,Product_6177,Brand_49,Clothing,Men's Clothing,Girl Kid,999,20,799.2
P777736,Product_7695,Brand_42,Footwear,Women's Footwear,Girl Kid,499,10,449.1
P478519,Product_9067,Brand_26,Clothing,Women's Clothing,Unisex,1499,25,1124.25
P741436,Product_9322,Brand_3,Pet Supplies,Grooming & Care,Female,1499,5,1424.05
P065686,Product_1258,Brand_19,Footwear,Women's Footwear,Boy Kid,699,50,349.5
P869058,Product_9256,Brand_9,Footwear,Men's Footwear,Female,699,10,629.1
P952894,Product_8808,Brand_43,Clothing,Kids' Clothing,Boy Kid,2499,5,2374.05
P703828,Product_1412,Brand_47,Clothing,Men's Clothing,Male,2499,5,2374.05
P318632,Product_6331,Brand_35,Footwear,Men's Footwear,Girl Kid,1999,50,999.5
P115091,Product_5387,Brand_21,Furniture,Living Room Furniture,Unisex,1999,15,1699.15
P377965,Product_1139,Brand_42,Pet Supplies,Grooming & Care,Boy Kid,1499,50,749.5
P098631,Product_1807,Brand_47,Clothing,Women's Clothing,Male,2499,40,1499.4
P473319,Product_7047,Brand_50,Clothing,Kids' Clothing,Female,2499,20,1999.2
P917191,Product_2762,Brand_22,Pet Supplies,Grooming & Care,Boy Kid,1499,25,1124.25
P059299,Product_2151,Brand_20,Clothing,Women's Clothing,Unisex,2499,50,1249.5
P126789,Product_6069,Brand_30,Furniture,Living Room Furniture,Male,999,40,599.4
P488195,Product_5900,Brand_39,Footwear,Men's Footwear,Female,1999,25,1499.25
P546918,Product_9287,Brand_16,Clothing,Kids' Clothing,Female,499,25,374.25
P203535,Product_9526,Brand_43,Footwear,Women's Footwear,Female,999,20,799.2
P963901,Product_6176,Brand_29,Clothing,Women's Clothing,Boy Kid,1499,40,899.4
P483462,Product_4843,Brand_39,Clothing,Women's Clothing,Male,1299,5,1234.05
P341283,Product_4541,Brand_8,Clothing,Women's Clothing,Boy Kid,699,5,664.05
P327789,Product_2887,Brand_15,Footwear,Women's Footwear,Male,1999,25,1499.25
P894358,Product_7438,Brand_18,Clothing,Men's Clothing,Girl Kid,1499,10,1349.1
P028132,Product_9745,Brand_50,Clothing,Men's Clothing,Unisex,1499,10,1349.1
P050506,Product_9365,Brand_43,Clothing,Kids' Clothing,Female,699,5,664.05
P944626,Product_4543,Brand_13,Footwear,Men's Footwear,Female,499,15,424.15
P514460,Product_7782,Brand_1,Footwear,Women's Footwear,Girl Kid,1299,40,779.4
P085091,Product_8833,Brand_13,Footwear,Men's Footwear,Male,2499,25,1874.25
P227157,Product_9798,Brand_8,Footwear,Women's Footwear,Girl Kid,1499,20,1199.2
P538597,Product_4579,Brand_8,Clothing,Women's Clothing,Female,1299,25,974.25
P491836,Product_9520,Brand_4,Furniture,Living Room Furniture,Male,1299,25,974.25
P910435,Product_7634,Brand_43,Furniture,Living Room Furniture,Boy Kid,2499,40,1499.4
P021533,Product_2076,Brand_39,Footwear,Men's Footwear,Unisex,1999,15,1699.15
P877640,Product_8603,Brand_29,Clothing,Kids' Clothing,Female,1499,40,899.4
P051610,Product_8756,Brand_43,Clothing,Women's Clothing,Boy Kid,2499,5,2374.05
P531249,Product_6054,Brand_47,Furniture,Living Room Furniture,Girl Kid,999,25,749.25
P746352,Product_8782,Brand_26,Footwear,Men's Footwear,Male,1499,5,1424.05
P640749,Product_4873,Brand_35,Pet Supplies,Grooming & Care,Female,499,50,249.5
P521291,Product_9158,Brand_48,Pet Supplies,Grooming & Care,Female,1999,30,1399.3
P429421,Product_7411,Brand_18,Clothing,Men's Clothing,Unisex,999,50,499.5
P241060,Product_1668,Brand_34,Footwear,Men's Footwear,Boy Kid,1299,30,909.3
P395991,Product_3757,Brand_24,Pet Supplies,Grooming & Care,Unisex,499,40,299.4
P487739,Product_4453,Brand_18,Clothing,Kids' Clothing,Girl Kid,999,10,899.1
P325822,Product_3675,Brand_3,Footwear,Women's Footwear,Male,1499,20,1199.2
P489707,Product_1351,Brand_3,Footwear,Men's Footwear,Boy Kid,699,20,559.2
P870653,Product_1785,Brand_17,Pet Supplies,Grooming & Care,Boy Kid,1299,25,974.25
P463206,Product_1688,Brand_50,Clothing,Kids' Clothing,Male,499,50,249.5
P770759,Product_7551,Brand_6,Clothing,Women's Clothing,Female,1299,40,779.4
P361107,Product_9514,Brand_31,Clothing,Women's Clothing,Male,1299,15,1104.15
P159503,Product_2013,Brand_7,Footwear,Men's Footwear,Male,1999,15,1699.15
P054916,Product_1577,Brand_2,Furniture,Living Room Furniture,Girl Kid,499,30,349.3
P663219,Product_8259,Brand_40,Pet Supplies,Grooming & Care,Unisex,499,40,299.4
P636244,Product_6340,Brand_3,Furniture,Living Room Furniture,Girl Kid,2499,15,2124.15
P234093,Product_8224,Brand_22,Footwear,Men's Footwear,Girl Kid,999,10,899.1
P334477,Product_4624,Brand_27,Pet Supplies,Grooming & Care,Female,499,30,349.3
P030216,Product_9380,Brand_32,Pet Supplies,Grooming & Care,Male,699,25,524.25
P856134,Product_1999,Brand_41,Clothing,Men's Clothing,Girl Kid,699,15,594.15
P793268,Product_4008,Brand_13,Pet Supplies,Grooming & Care,Girl Kid,1999,50,999.5
P895152,Product_6317,Brand_13,Clothing,Men's Clothing,Female,1499,50,749.5
P364215,Product_1573,Brand_6,Furniture,Living Room Furniture,Female,1299,40,779.4
P131316,Product_3929,Brand_45,Furniture,Living Room Furniture,Male,1999,50,999.5
P040620,Product_1333,Brand_17,Furniture,Living Room Furniture,Girl Kid,1999,30,1399.3
P853457,Product_4736,Brand_18,Pet Supplies,Grooming & Care,Female,699,50,349.5
P249250,Product_5345,Brand_23,Clothing,Men's Clothing,Male,2499,15,2124.15
P752181,Product_7742,Brand_36,Clothing,Kids' Clothing,Unisex,1299,20,1039.2
P660308,Product_1460,Brand_20,Footwear,Men's Footwear,Boy Kid,499,40,299.4
P679751,Product_3375,Brand_17,Footwear,Men's Footwear,Unisex,2499,15,2124.15
P824988,Product_8332,Brand_7,Furniture,Living Room Furniture,Unisex,1999,20,1599.2
P134836,Product_1941,Brand_6,Clothing,Women's Clothing,Unisex,999,10,899.1
P691391,Product_6100,Brand_19,Pet Supplies,Grooming & Care,Unisex,999,10,899.1
P035531,Product_1405,Brand_4,Clothing,Kids' Clothing,Unisex,699,5,664.05
P185129,Product_2922,Brand_48,Footwear,Women's Footwear,Female,1499,5,1424.05
P193571,Product_2474,Brand_8,Clothing,Women's Clothing,Boy Kid,499,15,424.15
P483346,Product_5587,Brand_16,Pet Supplies,Grooming & Care,Boy Kid,1999,20,1599.2
P732387,Product_8464,Brand_2,Footwear,Women's Footwear,Female,2499,15,2124.15
P046287,Product_7418,Brand_17,Pet Supplies,Grooming & Care,Girl Kid,1999,25,1499.25
P001432,Product_9082,Brand_6,Clothing,Men's Clothing,Male,999,10,899.1
P421864,Product_3896,Brand_25,Footwear,Men's Footwear,Girl Kid,1999,50,999.5
P508880,Product_6767,Brand_47,Clothing,Women's Clothing,Boy Kid,699,15,594.15
P164653,Product_3029,Brand_31,Clothing,Kids' Clothing,Boy Kid,499,25,374.25
P717619,Product_6481,Brand_3,Clothing,Women's Clothing,Unisex,499,20,399.2
P716851,Product_9782,Brand_4,Pet Supplies,Grooming & Care,Girl Kid,999,15,849.15
P144757,Product_7469,Brand_23,Clothing,Women's Clothing,Female,2499,10,2249.1
P104210,Product_4200,Brand_28,Pet Supplies,Grooming & Care,Unisex,1999,10,1799.1
P392972,Product_2821,Brand_38,Footwear,Men's Footwear,Girl Kid,1999,15,1699.15
P581014,Product_1808,Brand_47,Pet Supplies,Grooming & Care,Female,2499,20,1999.2
P958906,Product_1251,Brand_40,Pet Supplies,Grooming & Care,Unisex,699,5,664.05
P169705,Product_9928,Brand_35,Clothing,Men's Clothing,Unisex,1299,20,1039.2
P045630,Product_7722,Brand_26,Pet Supplies,Grooming & Care,Boy Kid,499,10,449.1
P068586,Product_1420,Brand_5,Footwear,Men's Footwear,Unisex,1499,5,1424.05
P343487,Product_1030,Brand_50,Clothing,Men's Clothing,Boy Kid,1999,5,1899.05
P362907,Product_6786,Brand_4,Footwear,Women's Footwear,Female,2499,5,2374.05
P856625,Product_7904,Brand_29,Clothing,Men's Clothing,Male,699,5,664.05
P985765,Product_9413,Brand_28,Pet Supplies,Grooming & Care,Male,499,40,299.4
P104056,Product_8333,Brand_32,Furniture,Living Room Furniture,Girl Kid,1299,15,1104.15
P629975,Product_5513,Brand_48,Footwear,Women's Footwear,Male,999,30,699.3
P317433,Product_2363,Brand_20,Footwear,Men's Footwear,Boy Kid,499,20,399.2
P095926,Product_6466,Brand_11,Furniture,Living Room Furniture,Boy Kid,1299,50,649.5
P894511,Product_6896,Brand_15,Footwear,Men's Footwear,Boy Kid,1299,10,1169.1
P390186,Product_2616,Brand_32,Footwear,Men's Footwear,Boy Kid,1999,40,1199.4
P354720,Product_6481,Brand_48,Clothing,Kids' Clothing,Female,1499,15,1274.15
P192130,Product_6835,Brand_13,Pet Supplies,Grooming & Care,Female,1999,10,1799.1
P763207,Product_6378,Brand_19,Clothing,Kids' Clothing,Female,1999,40,1199.4
P237972,Product_7966,Brand_42,Furniture,Living Room Furniture,Female,699,50,349.5
P064917,Product_3893,Brand_8,Clothing,Women's Clothing,Girl Kid,1499,15,1274.15
P952887,Product_4422,Brand_7,Pet Supplies,Grooming & Care,Unisex,2499,25,1874.25
P340972,Product_7841,Brand_46,Clothing,Women's Clothing,Female,1499,40,899.4
P147601,Product_5735,Brand_10,Clothing,Kids' Clothing,Male,999,20,799.2
P395925,Product_3554,Brand_31,Clothing,Kids' Clothing,Unisex,1299,50,649.5
P199402,Product_8308,Brand_13,Clothing,Men's Clothing,Male,499,15,424.15
P067032,Product_6682,Brand_6,Footwear,Men's Footwear,Boy Kid,499,50,249.5
P280490,Product_7451,Brand_23,Clothing,Men's Clothing,Unisex,1499,50,749.5
P011559,Product_5689,Brand_34,Clothing,Women's Clothing,Unisex,699,25,524.25
P908999,Product_4270,Brand_49,Furniture,Living Room Furniture,Unisex,499,15,424.15
P201541,Product_9086,Brand_16,Footwear,Men's Footwear,Unisex,1999,30,1399.3
P810309,Product_1096,Brand_38,Pet Supplies,Grooming & Care,Boy Kid,499,5,474.05
P894978,Product_7398,Brand_20,Furniture,Living Room Furniture,Male,699,40,419.4
P801047,Product_4654,Brand_32,Pet Supplies,Grooming & Care,Female,1999,15,1699.15
P547081,Product_6712,Brand_20,Pet Supplies,Grooming & Care,Male,1499,20,1199.2
P811174,Product_4136,Brand_30,Footwear,Women's Footwear,Female,1999,30,1399.3
P807506,Product_5487,Brand_20,Footwear,Men's Footwear,Unisex,1499,15,1274.15
P639778,Product_9328,Brand_9,Footwear,Men's Footwear,Boy Kid,1999,5,1899.05
P097442,Product_9170,Brand_44,Furniture,Living Room Furniture,Girl Kid,999,5,949.05
P895365,Product_6344,Brand_17,Clothing,Women's Clothing,Male,999,50,499.5
P029791,Product_1845,Brand_8,Clothing,Kids' Clothing,Male,999,20,799.2
P171184,Product_2962,Brand_44,Clothing,Men's Clothing,Female,1499,25,1124.25
P883604,Product_7627,Brand_24,Clothing,Women's Clothing,Girl Kid,2499,50,1249.5
P442481,Product_5512,Brand_45,Clothing,Men's Clothing,Unisex,999,20,799.2
P856692,Product_6314,Brand_27,Clothing,Men's Clothing,Female,1499,10,1349.1
P433980,Product_5984,Brand_27,Pet Supplies,Grooming & Care,Girl Kid,2499,10,2249.1
P885529,Product_7253,Brand_45,Clothing,Women's Clothing,Female,699,20,559.2
P706284,Product_9479,Brand_1,Pet Supplies,Grooming & Care,Boy Kid,499,25,374.25
P996220,Product_9521,Brand_22,Clothing,Men's Clothing,Girl Kid,699,25,524.25
P676663,Product_7901,Brand_5,Footwear,Men's Footwear,Girl Kid,1999,50,999.5
P488721,Product_6369,Brand_33,Footwear,Men's Footwear,Boy Kid,499,10,449.1
P385031,Product_3801,Brand_41,Clothing,Men's Clothing,Girl Kid,1499,15,1274.15
P215001,Product_7312,Brand_15,Clothing,Women's Clothing,Unisex,1999,25,1499.25
P702929,Product_9339,Brand_1,Clothing,Men's Clothing,Girl Kid,699,25,524.25
P748217,Product_8666,Brand_26,Clothing,Men's Clothing,Female,1499,20,1199.2
P984679,Product_8797,Brand_1,Footwear,Women's Footwear,Girl Kid,999,5,949.05
