customer_id,customer_gender,age_group,prime_member,customer_city,customer_state,repeat_customer
46924063,Female,52-65,No,Pune,MH,Yes
43608308,Female,36-51,No,Chennai,MH,No
65939711,Female,52-65,Yes,Pune,MH,Yes
80643791,Female,52-65,No,Ahmedabad,KA,Yes
30556138,Female,36-51,No,Hyderabad,TS,Yes
45369051,Female,65+,No,Ahmedabad,MH,No
94219809,Others,22-35,No,Jaipur,TS,Yes
89233455,Female,52-65,Yes,Mumbai,DL,Yes
14083386,Others,65+,Yes,Jaipur,DL,Yes
44678662,Others,65+,No,Chennai,RJ,Yes
46526074,Others,52-65,Yes,Ahmedabad,GJ,Yes
75438255,Female,18-21,No,Mumbai,TN,No
85371077,Others,52-65,Yes,Mumbai,KA,Yes
64478206,Female,52-65,No,Ahmedabad,TN,No
40495836,Female,18-21,No,Mumbai,MH,No
46062947,Others,52-65,No,Pune,KA,Yes
32291348,Male,52-65,No,Mumbai,GJ,No
28340177,Others,22-35,Yes,Delhi,KA,Yes
92530234,Female,36-51,Yes,Pune,DL,No
68048825,Male,36-51,Yes,Ahmedabad,MH,No
76901286,Female,36-51,No,Ahmedabad,TS,Yes
76243251,Others,36-51,No,Bangalore,DL,No
11268627,Others,18-21,Yes,Pune,GJ,No
55072845,Female,18-21,No,Delhi,TS,No
94785177,Male,18-21,Yes,Bangalore,MH,Yes
78833373,Male,65+,No,Ahmedabad,GJ,Yes
14944333,Female,52-65,Yes,Bangalore,DL,No
16572426,Female,22-35,Yes,Bangalore,MH,No
62231669,Male,22-35,Yes,Jaipur,GJ,Yes
95810604,Others,22-35,Yes,Ahmedabad,KA,No
22848824,Female,36-51,Yes,Delhi,KA,Yes
54080038,Female,52-65,Yes,Jaipur,TS,No
10866216,Others,18-21,No,Mumbai,RJ,No
12936060,Male,22-35,Yes,Pune,KA,No
34473671,Male,22-35,No,Bangalore,MH,No
15937890,Male,36-51,Yes,Mumbai,DL,Yes
99608437,Others,22-35,No,Chennai,MH,No
77907166,Male,52-65,No,Pune,TS,No
49617310,Others,52-65,No,Bangalore,MH,No
63207214,Male,52-65,Yes,Delhi,MH,Yes
50114739,Others,52-65,Yes,Pune,MH,Yes
83095669,Female,22-35,Yes,Ahmedabad,TS,No
56367082,Female,36-51,No,Pune,TN,Yes
35555944,Others,22-35,No,Ahmedabad,RJ,No
88732642,Others,52-65,Yes,Bangalore,MH,Yes
53644992,Female,52-65,No,Jaipur,MH,Yes
97920552,Female,36-51,No,Mumbai,TN,No
48620199,Male,65+,No,Ahmedabad,MH,Yes
67816536,Male,36-51,Yes,Pune,DL,No
51602345,Male,36-51,Yes,Ahmedabad,KA,Yes
86589399,Female,18-21,Yes,Mumbai,GJ,No
75666180,Others,65+,No,Chennai,MH,No
68989658,Others,36-51,Yes,Ahmedabad,RJ,Yes
43324506,Male,18-21,Yes,Jaipur,MH,Yes
26093710,Others,18-21,Yes,Delhi,KA,Yes
25167286,Female,18-21,No,Ahmedabad,TS,No
10780514,Male,36-51,Yes,Ahmedabad,MH,No
22649370,Others,52-65,No,Chennai,DL,No
14256882,Female,22-35,Yes,Pune,GJ,No
27847875,Others,52-65,Yes,Chennai,RJ,Yes
58518886,Female,65+,No,Delhi,RJ,No
20533022,Others,36-51,No,Ahmedabad,DL,No
11947659,Male,18-21,Yes,Chennai,TS,Yes
10672723,Female,36-51,Yes,Hyderabad,MH,No
64579600,Male,52-65,No,Pune,GJ,Yes
29187614,Male,22-35,Yes,Bangalore,DL,No
78303159,Others,18-21,No,Ahmedabad,TS,No
71220335,Female,65+,Yes,Chennai,TN,No
33688709,Male,18-21,Yes,Bangalore,TS,No
73273204,Male,65+,Yes,Pune,DL,No
95582793,Others,36-51,Yes,Bangalore,RJ,Yes
42225972,Others,18-21,No,Bangalore,MH,No
66388146,Male,65+,Yes,Delhi,TS,No
39217424,Male,18-21,Yes,Delhi,DL,Yes
33900477,Others,65+,No,Jaipur,MH,No
51617712,Others,65+,Yes,Bangalore,DL,No
10580675,Others,52-65,Yes,Delhi,DL,No
54603322,Others,65+,No,Jaipur,RJ,Yes
16367465,Male,36-51,No,Pune,RJ,Yes
12866955,Female,22-35,No,Chennai,DL,Yes
96825819,Others,52-65,Yes,Jaipur,MH,No
54757132,Female,65+,Yes,Mumbai,MH,No
18382439,Male,65+,Yes,Hyderabad,TS,No
44350414,Male,36-51,Yes,Pune,KA,Yes
71083105,Others,65+,Yes,Ahmedabad,RJ,Yes
95536595,Female,65+,Yes,Hyderabad,GJ,No
32802371,Female,65+,No,Jaipur,RJ,Yes
72767971,Others,52-65,Yes,Jaipur,MH,No
67795305,Male,36-51,Yes,Chennai,TS,Yes
50169182,Others,36-51,No,Pune,RJ,No
94138676,Male,22-35,No,Pune,RJ,No
19842322,Others,65+,Yes,Mumbai,MH,Yes
24523733,Male,52-65,No,Ahmedabad,MH,Yes
93663606,Male,36-51,Yes,Hyderabad,DL,No
93511941,Female,36-51,Yes,Ahmedabad,DL,No
21204997,Others,36-51,No,Ahmedabad,KA,No
68900778,Others,18-21,Yes,Delhi,GJ,No
59437605,Female,65+,No,Bangalore,TS,Yes
10895831,Others,18-21,No,Bangalore,RJ,Yes
52429835,Female,52-65,No,Jaipur,KA,No
69017245,Female,65+,No,Jaipur,RJ,No
81330586,Male,52-65,Yes,Pune,RJ,Yes
41289900,Female,65+,Yes,Hyderabad,TN,No
44080577,Female,22-35,Yes,Mumbai,GJ,No
18978173,Male,18-21,Yes,Chennai,MH,Yes
47161998,Male,65+,No,Hyderabad,RJ,No
20166322,Female,65+,Yes,Hyderabad,GJ,Yes
61269185,Male,65+,Yes,Ahmedabad,KA,Yes
40766169,Others,18-21,Yes,Pune,MH,No
31833009,Female,36-51,No,Mumbai,TN,No
79481636,Female,52-65,Yes,Hyderabad,MH,Yes
62028567,Female,65+,No,Jaipur,TS,No
28348049,Female,22-35,Yes,Mumbai,GJ,No
61416358,Male,22-35,No,Mumbai,MH,Yes
59025219,Others,18-21,No,Bangalore,MH,Yes
69824934,Others,36-51,Yes,Hyderabad,GJ,Yes
39899217,Female,52-65,No,Delhi,MH,Yes
73898875,Others,36-51,Yes,Delhi,GJ,Yes
67427436,Male,65+,No,Chennai,RJ,No
28237344,Others,65+,Yes,Delhi,TS,Yes
62069019,Female,36-51,No,Ahmedabad,MH,No
80838066,Male,52-65,No,Ahmedabad,RJ,No
74299912,Others,52-65,No,Delhi,GJ,Yes
45148199,Male,65+,No,Mumbai,TN,No
35627145,Female,65+,No,Hyderabad,KA,Yes
50408076,Female,52-65,No,Pune,MH,Yes
18932350,Others,36-51,Yes,Bangalore,TS,Yes
75471271,Others,36-51,Yes,Chennai,MH,Yes
97820088,Male,22-35,Yes,Hyderabad,RJ,No
84402761,Male,18-21,Yes,Mumbai,KA,No
49986732,Others,65+,Yes,Hyderabad,GJ,Yes
73961537,Female,65+,No,Delhi,DL,Yes
20067215,Male,52-65,Yes,Delhi,MH,Yes
13578991,Others,36-51,No,Bangalore,MH,Yes
64116559,Male,65+,Yes,Hyderabad,RJ,No
73538631,Others,22-35,No,Hyderabad,RJ,Yes
22767265,Others,52-65,No,Pune,DL,Yes
46946364,Male,65+,No,Delhi,MH,No
40752608,Female,18-21,Yes,Jaipur,DL,Yes
17322679,Male,65+,Yes,Mumbai,RJ,Yes
73657523,Male,65+,No,Hyderabad,GJ,No
10149820,Female,52-65,No,Pune,DL,Yes
16203323,Female,18-21,Yes,Chennai,RJ,No
25786056,Male,22-35,No,Bangalore,MH,No
67020806,Female,22-35,Yes,Jaipur,DL,Yes
67319701,Others,52-65,No,Chennai,TS,No
52022539,Others,22-35,No,Jaipur,GJ,No
28604043,Others,22-35,No,Hyderabad,TN,No
54952942,Male,18-21,Yes,Delhi,KA,No
25710819,Female,18-21,Yes,Pune,GJ,Yes
95692695,Others,65+,Yes,Chennai,RJ,No
23294903,Others,18-21,Yes,Mumbai,KA,Yes
17211544,Male,18-21,Yes,Jaipur,MH,Yes
97695014,Male,65+,No,Jaipur,KA,Yes
68565713,Male,22-35,No,Delhi,RJ,No
16244122,Female,18-21,Yes,Mumbai,TN,Yes
81356996,Female,36-51,No,Ahmedabad,TS,Yes
80417419,Male,52-65,No,Hyderabad,GJ,Yes
25494345,Male,22-35,No,Bangalore,KA,No
18736596,Female,52-65,No,Pune,KA,Yes
37269371,Others,18-21,Yes,Chennai,MH,Yes
53113612,Male,65+,Yes,Delhi,MH,No
16708286,Others,65+,No,Ahmedabad,MH,No
17327039,Others,18-21,Yes,Mumbai,MH,No
44440323,Male,52-65,Yes,Jaipur,GJ,Yes
34808244,Female,18-21,Yes,Delhi,RJ,Yes
67553367,Male,52-65,No,Pune,TN,Yes
38706950,Female,36-51,No,Bangalore,DL,Yes
44128363,Female,52-65,No,Chennai,MH,Yes
77891524,Male,52-65,Yes,Chennai,MH,Yes
91696191,Female,18-21,No,Jaipur,RJ,Yes
77503536,Others,18-21,No,Bangalore,GJ,Yes
87331105,Female,36-51,Yes,Ahmedabad,MH,Yes
99170277,Others,52-65,Yes,Jaipur,GJ,Yes
37629488,Female,36-51,No,Pune,KA,Yes
82645760,Others,52-65,Yes,Delhi,MH,Yes
87693358,Female,65+,No,Hyderabad,TS,Yes
37100021,Others,65+,No,Ahmedabad,KA,No
29356049,Others,22-35,Yes,Mumbai,DL,Yes
14767106,Female,65+,No,Jaipur,TN,No
61172167,Male,65+,No,Pune,DL,No
18007744,Male,52-65,Yes,Chennai,GJ,No
84235752,Others,65+,Yes,Mumbai,KA,Yes
40382245,Others,36-51,Yes,Chennai,MH,Yes
55191645,Female,65+,Yes,Ahmedabad,GJ,Yes
69421962,Others,65+,No,Pune,DL,Yes
29855227,Female,22-35,No,Ahmedabad,DL,Yes
14245781,Male,52-65,No,Ahmedabad,KA,No
23310373,Male,65+,Yes,Delhi,KA,Yes
57790201,Female,52-65,Yes,Delhi,KA,Yes
30827204,Female,22-35,No,Mumbai,RJ,Yes
83234385,Others,22-35,Yes,Mumbai,DL,Yes
44718437,Female,65+,No,Chennai,MH,Yes
13540636,Male,36-51,Yes,Bangalore,RJ,No
33507849,Female,36-51,No,Delhi,RJ,Yes
45371892,Male,65+,No,Bangalore,DL,No
90340578,Others,65+,No,Mumbai,MH,No
43301799,Others,36-51,No,Ahmedabad,KA,Yes
99676090,Male,22-35,Yes,Mumbai,DL,No
33151270,Female,18-21,Yes,Bangalore,GJ,Yes
53239644,Female,36-51,Yes,Ahmedabad,MH,No
24462983,Male,65+,Yes,Ahmedabad,TS,Yes
63192991,Male,36-51,Yes,Bangalore,DL,Yes
26946566,Male,52-65,No,Chennai,GJ,Yes
96307358,Female,18-21,Yes,Bangalore,KA,Yes
94475135,Male,36-51,Yes,Chennai,DL,Yes
94970456,Male,36-51,Yes,Pune,TS,No
15092779,Others,22-35,No,Bangalore,KA,Yes
43156280,Female,36-51,No,Pune,TN,Yes
66171347,Male,36-51,Yes,Pune,MH,No
58469915,Female,22-35,Yes,Hyderabad,RJ,No
72906909,Male,36-51,Yes,Hyderabad,KA,Yes
65442938,Male,18-21,No,Ahmedabad,MH,Yes
59548238,Female,52-65,Yes,Pune,DL,No
13864818,Others,18-21,No,Mumbai,RJ,Yes
54787984,Others,36-51,Yes,Chennai,DL,Yes
61343676,Male,65+,Yes,Bangalore,TN,Yes
67353714,Others,36-51,Yes,Pune,MH,No
20895512,Male,22-35,No,Jaipur,MH,No
62697626,Male,22-35,No,Chennai,MH,No
69108063,Others,52-65,Yes,Delhi,MH,No
78472857,Others,36-51,Yes,Delhi,RJ,Yes
78554830,Others,18-21,Yes,Chennai,MH,No
57388240,Male,18-21,Yes,Mumbai,MH,Yes
39909090,Male,52-65,Yes,Delhi,KA,No
55680420,Female,22-35,Yes,Chennai,MH,No
11148259,Female,18-21,Yes,Ahmedabad,GJ,Yes
56703402,Male,18-21,No,Mumbai,MH,Yes
40545613,Male,18-21,Yes,Pune,TN,No
19233285,Others,65+,No,Pune,MH,Yes
20421543,Others,36-51,No,Hyderabad,RJ,Yes
21850564,Male,65+,No,Bangalore,TS,No
46913494,Male,36-51,Yes,Jaipur,RJ,Yes
15369234,Female,22-35,Yes,Pune,RJ,Yes
88594221,Female,36-51,No,Mumbai,GJ,Yes
10274005,Male,36-51,No,Chennai,TN,No
48097958,Others,52-65,No,Hyderabad,KA,No
50079509,Others,22-35,Yes,Delhi,KA,Yes
83288375,Female,22-35,No,Delhi,KA,Yes
77045849,Female,22-35,Yes,Mumbai,MH,Yes
91700102,Others,52-65,Yes,Pune,MH,No
19748558,Others,18-21,No,Mumbai,MH,Yes
28111270,Others,36-51,Yes,Chennai,KA,Yes
84374485,Female,18-21,Yes,Pune,MH,Yes
40003526,Male,22-35,No,Chennai,KA,Yes
64575919,Female,65+,Yes,Bangalore,MH,Yes
82043823,Male,18-21,No,Hyderabad,TN,Yes
53323991,Others,52-65,No,Jaipur,RJ,No
41714852,Male,65+,Yes,Delhi,MH,No
64442139,Male,65+,No,Mumbai,MH,No
87864941,Others,65+,No,Delhi,DL,No
16248498,Male,65+,No,Chennai,TN,No
42687772,Others,22-35,No,Bangalore,DL,No
40477313,Male,18-21,No,Pune,MH,Yes
96565593,Male,18-21,No,Delhi,DL,No
30646175,Male,65+,Yes,Hyderabad,TS,No
13576985,Others,22-35,No,Delhi,RJ,No
91996630,Female,22-35,Yes,Bangalore,GJ,Yes
52659262,Female,18-21,Yes,Pune,GJ,Yes
31464143,Female,52-65,No,Ahmedabad,GJ,No
13291435,Female,22-35,No,Mumbai,TS,Yes
45336812,Female,22-35,No,Mumbai,RJ,Yes
66100776,Male,52-65,No,Jaipur,RJ,No
89045368,Others,36-51,Yes,Delhi,MH,No
99053988,Others,36-51,Yes,Hyderabad,TN,Yes
15074781,Others,36-51,No,Pune,TS,Yes
17996786,Male,52-65,Yes,Bangalore,MH,Yes
47606279,Female,52-65,Yes,Ahmedabad,MH,No
74159769,Female,18-21,No,Pune,RJ,Yes
52431091,Female,65+,Yes,Pune,MH,No
70148174,Others,22-35,No,Chennai,KA,Yes
25709236,Male,65+,Yes,Hyderabad,TN,No
81839338,Male,52-65,Yes,Mumbai,MH,No
43477271,Female,36-51,No,Jaipur,DL,No
41246459,Female,65+,Yes,Chennai,DL,Yes
21558975,Others,36-51,Yes,Mumbai,GJ,Yes
53216461,Male,22-35,Yes,Chennai,MH,Yes
38721567,Female,36-51,Yes,Mumbai,TN,No
16633427,Others,65+,No,Ahmedabad,TS,Yes
86951209,Female,65+,No,Mumbai,MH,Yes
21347828,Male,18-21,Yes,Ahmedabad,KA,Yes
25984649,Others,36-51,Yes,Mumbai,MH,No
50177149,Others,18-21,Yes,Pune,RJ,Yes
38676238,Others,36-51,No,Delhi,GJ,Yes
99257441,Female,36-51,No,Chennai,KA,No
42326222,Male,18-21,Yes,Pune,TN,Yes
64111897,Others,36-51,No,Pune,TN,No
32052642,Male,36-51,Yes,Ahmedabad,TN,Yes
20184770,Others,65+,Yes,Pune,TS,Yes
18672362,Male,18-21,No,Jaipur,MH,Yes
89846582,Female,22-35,Yes,Pune,TN,No
57522004,Male,65+,Yes,Mumbai,TS,No
10339497,Female,18-21,No,Mumbai,GJ,Yes
99353756,Male,18-21,Yes,Pune,GJ,Yes
19654031,Others,65+,Yes,Jaipur,RJ,No
33995288,Others,65+,No,Chennai,MH,Yes
46868629,Male,22-35,Yes,Pune,RJ,Yes
79648879,Others,65+,Yes,Ahmedabad,MH,Yes
40386106,Male,18-21,Yes,Pune,TS,Yes
75925560,Female,18-21,Yes,Pune,RJ,No
21034543,Female,22-35,No,Pune,KA,Yes
34813695,Others,65+,No,Hyderabad,TS,No
60679130,Female,18-21,Yes,Ahmedabad,KA,Yes
15298152,Female,18-21,No,Pune,TN,No
67729538,Female,22-35,Yes,Chennai,MH,No
85902028,Male,36-51,Yes,Chennai,GJ,No
12392754,Others,22-35,Yes,Chennai,MH,Yes
35252765,Male,22-35,Yes,Mumbai,MH,Yes
99761657,Female,52-65,No,Delhi,KA,Yes
90849205,Female,18-21,No,Pune,TN,Yes
73101198,Female,36-51,No,Mumbai,GJ,Yes
20805214,Male,65+,No,Mumbai,MH,No
81070451,Others,36-51,Yes,Hyderabad,KA,No
45050461,Male,22-35,No,Bangalore,DL,Yes
33208124,Female,65+,No,Pune,TN,No
62108299,Others,36-51,No,Bangalore,RJ,Yes
33599008,Male,36-51,No,Hyderabad,DL,Yes
20465858,Others,65+,No,Bangalore,TN,No
51957201,Female,18-21,No,Jaipur,MH,No
42482217,Female,52-65,No,Mumbai,MH,No
62367764,Female,52-65,Yes,Delhi,MH,Yes
16846129,Male,36-51,No,Pune,RJ,No
21656779,Female,65+,Yes,Pune,RJ,No
95199025,Female,52-65,No,Chennai,TN,No
18980306,Male,36-51,Yes,Bangalore,RJ,No
43829680,Female,36-51,No,Ahmedabad,GJ,Yes
97770282,Male,65+,No,Jaipur,GJ,No
44591797,Others,65+,No,Hyderabad,GJ,Yes
46991364,Male,18-21,No,Mumbai,TN,No
87763891,Male,22-35,No,Jaipur,RJ,No
25516710,Male,22-35,No,Chennai,MH,Yes
21868138,Others,52-65,Yes,Jaipur,MH,No
22840195,Female,22-35,No,Pune,MH,Yes
78366467,Female,36-51,No,Mumbai,RJ,Yes
56630362,Male,18-21,Yes,Chennai,MH,No
46916662,Female,22-35,No,Pune,MH,Yes
68023558,Male,65+,No,Pune,RJ,Yes
90984985,Others,36-51,Yes,Jaipur,RJ,No
88371145,Female,18-21,Yes,Ahmedabad,DL,Yes
97879775,Female,52-65,No,Chennai,TN,Yes
57461604,Female,65+,No,Pune,GJ,Yes
42340188,Male,65+,No,Delhi,RJ,No
70908369,Others,36-51,No,Chennai,DL,Yes
47259960,Male,18-21,No,Ahmedabad,MH,No
95563424,Male,18-21,Yes,Chennai,TN,Yes
38749293,Others,22-35,Yes,Hyderabad,MH,Yes
61984835,Male,22-35,No,Chennai,RJ,Yes
19514532,Male,52-65,Yes,Bangalore,TS,Yes
73659008,Female,18-21,No,Bangalore,TS,No
69266805,Female,65+,No,Ahmedabad,KA,Yes
10595528,Female,18-21,No,Bangalore,MH,No
87165054,Female,22-35,No,Bangalore,KA,Yes
11751341,Male,65+,No,Hyderabad,GJ,No
14550822,Others,36-51,No,Pune,DL,Yes
80959876,Female,18-21,No,Pune,MH,No
54235883,Male,65+,Yes,Chennai,TN,Yes
16500145,Female,65+,Yes,Ahmedabad,RJ,Yes
57337321,Male,52-65,No,Pune,DL,Yes
89025377,Female,18-21,No,Mumbai,MH,No
19768258,Female,65+,No,Jaipur,KA,No
94888889,Male,18-21,Yes,Jaipur,TN,No
60690320,Male,65+,No,Mumbai,MH,No
81279773,Female,18-21,Yes,Chennai,TS,Yes
85100842,Male,65+,Yes,Pune,GJ,Yes
83379893,Male,22-35,No,Bangalore,TS,No
34650688,Others,52-65,No,Hyderabad,RJ,Yes
40230684,Male,18-21,Yes,Chennai,TS,Yes
90009811,Male,36-51,Yes,Chennai,MH,No
81358581,Female,65+,No,Chennai,GJ,No
76192837,Female,52-65,Yes,Ahmedabad,KA,No
21996523,Female,18-21,Yes,Hyderabad,KA,Yes
77645432,Others,52-65,No,Hyderabad,TN,Yes
95084559,Others,65+,No,Jaipur,MH,Yes
74995047,Female,65+,No,Ahmedabad,MH,Yes
22085647,Male,65+,Yes,Jaipur,RJ,No
27002946,Male,65+,No,Jaipur,MH,No
31839841,Male,52-65,No,Bangalore,MH,No
80111277,Male,18-21,No,Bangalore,TS,No
86235530,Male,36-51,Yes,Pune,DL,Yes
82026473,Others,52-65,No,Chennai,MH,Yes
71441838,Female,22-35,Yes,Chennai,TS,Yes
36087907,Female,52-65,No,Jaipur,DL,No
24990416,Female,22-35,No,Bangalore,KA,No
18138071,Male,22-35,Yes,Bangalore,MH,No
16857936,Others,18-21,Yes,Hyderabad,KA,Yes
81538118,Male,36-51,No,Pune,TS,No
39200004,Female,18-21,No,Chennai,RJ,Yes
58930944,Others,22-35,No,Pune,RJ,No
10554534,Others,65+,Yes,Ahmedabad,DL,Yes
21498101,Female,52-65,No,Pune,MH,Yes
99351217,Female,22-35,Yes,Pune,MH,No
13294603,Female,52-65,No,Jaipur,DL,No
33379458,Male,65+,Yes,Pune,TS,No
62660019,Male,65+,No,Bangalore,MH,No
75269564,Male,65+,No,Pune,TS,Yes
47582167,Female,65+,No,Chennai,TS,Yes
25707066,Male,22-35,Yes,Ahmedabad,MH,Yes
36945179,Male,65+,Yes,Ahmedabad,GJ,Yes
99356691,Female,36-51,No,Chennai,MH,Yes
51046664,Female,36-51,Yes,Hyderabad,KA,Yes
43828856,Male,52-65,No,Bangalore,TN,No
45300089,Female,52-65,Yes,Hyderabad,TS,Yes
85082966,Others,22-35,Yes,Bangalore,RJ,No
25560813,Others,65+,Yes,Bangalore,DL,No
12965102,Others,65+,No,Mumbai,MH,No
67716433,Female,36-51,Yes,Jaipur,TS,Yes
18208155,Female,65+,Yes,Chennai,KA,Yes
24218500,Others,65+,No,Ahmedabad,TN,No
33885061,Female,52-65,No,Pune,DL,Yes
45866086,Female,22-35,Yes,Jaipur,RJ,Yes
96192015,Others,36-51,No,Pune,MH,No
92685742,Male,18-21,No,Hyderabad,MH,Yes
28630884,Male,36-51,Yes,Mumbai,KA,Yes
10265021,Others,36-51,Yes,Pune,DL,Yes
23368556,Female,36-51,Yes,Bangalore,RJ,Yes
64802782,Female,18-21,No,Hyderabad,MH,No
70811298,Male,18-21,No,Bangalore,KA,No
90822859,Female,22-35,No,Mumbai,RJ,No
62907290,Others,18-21,No,Pune,GJ,Yes
91418053,Female,18-21,Yes,Ahmedabad,MH,No
82252106,Others,22-35,Yes,Pune,DL,No
17268232,Male,52-65,Yes,Mumbai,GJ,No
36784888,Others,36-51,Yes,Bangalore,TN,No
98797981,Others,18-21,Yes,Jaipur,MH,Yes
87259448,Female,18-21,No,Bangalore,GJ,Yes
46918001,Others,22-35,No,Pune,DL,No
67069100,Male,22-35,Yes,Jaipur,TS,Yes
37679603,Female,65+,No,Bangalore,MH,No
31574967,Male,18-21,Yes,Chennai,TN,No
81626972,Male,36-51,Yes,Delhi,DL,No
35032512,Female,65+,Yes,Mumbai,KA,No
58999631,Others,36-51,Yes,Bangalore,MH,Yes
98208437,Male,22-35,Yes,Chennai,MH,No
24880067,Female,36-51,Yes,Hyderabad,KA,Yes
98214847,Female,36-51,No,Pune,MH,Yes
78410780,Male,18-21,Yes,Bangalore,TN,Yes
58694919,Female,52-65,No,Chennai,DL,No
85102885,Male,22-35,No,Bangalore,KA,No
26551742,Male,22-35,No,Delhi,GJ,Yes
58955641,Male,36-51,No,Hyderabad,MH,No
34478312,Male,22-35,Yes,Jaipur,GJ,Yes
18362673,Female,36-51,Yes,Jaipur,KA,No
31015645,Others,52-65,No,Mumbai,TS,No
13208860,Male,65+,Yes,Mumbai,KA,Yes
18104293,Male,22-35,No,Mumbai,GJ,Yes
77959645,Others,52-65,No,Ahmedabad,TN,No
47603552,Male,18-21,Yes,Mumbai,MH,Yes
49215455,Female,36-51,Yes,Hyderabad,GJ,No
82616748,Male,22-35,Yes,Mumbai,MH,Yes
26724239,Female,65+,No,Ahmedabad,GJ,No
62412529,Female,22-35,Yes,Bangalore,MH,Yes
53404622,Female,22-35,No,Mumbai,MH,Yes
46210102,Male,65+,Yes,Chennai,DL,No
11439271,Male,36-51,No,Chennai,GJ,Yes
10759389,Male,36-51,No,Bangalore,GJ,No
30777114,Male,22-35,No,Bangalore,RJ,No
55904588,Female,65+,Yes,Ahmedabad,MH,Yes
34668787,Male,22-35,No,Hyderabad,MH,Yes
71668827,Others,18-21,No,Bangalore,MH,Yes
52399381,Female,36-51,Yes,Chennai,TS,Yes
70402409,Female,18-21,Yes,Pune,GJ,No
96881103,Others,36-51,Yes,Hyderabad,GJ,Yes
62954618,Male,18-21,Yes,Jaipur,RJ,Yes
34435514,Female,18-21,No,Delhi,GJ,Yes
39154858,Female,65+,No,Chennai,GJ,No
62774814,Others,36-51,Yes,Ahmedabad,GJ,Yes
13488178,Male,36-51,No,Ahmedabad,TS,Yes
52890817,Others,22-35,Yes,Bangalore,TN,Yes
82496005,Others,36-51,Yes,Jaipur,RJ,Yes
77230364,Male,52-65,Yes,Delhi,TS,Yes
11955664,Female,65+,Yes,Mumbai,RJ,Yes
78234305,Male,22-35,No,Pune,GJ,No
25508783,Female,36-51,No,Jaipur,TN,Yes
40671311,Others,18-21,No,Mumbai,GJ,No
75160515,Male,22-35,No,Mumbai,MH,Yes
64148555,Others,18-21,No,Ahmedabad,TS,No
98116075,Female,22-35,No,Pune,KA,Yes
25442957,Male,36-51,No,Bangalore,KA,Yes
64456091,Female,52-65,Yes,Ahmedabad,GJ,No
70715177,Female,65+,Yes,Delhi,GJ,No
54232037,Male,36-51,No,Bangalore,MH,No
79992422,Others,18-21,Yes,Pune,TN,No
61000566,Male,52-65,No,Ahmedabad,RJ,Yes
86536284,Others,36-51,Yes,Ahmedabad,GJ,Yes
31428386,Female,22-35,No,Jaipur,RJ,Yes
36378738,Female,52-65,No,Bangalore,TS,No
34716071,Female,18-21,Yes,Bangalore,MH,No
99566649,Female,52-65,No,Delhi,RJ,Yes
66136092,Male,36-51,Yes,Jaipur,DL,No
11080162,Male,36-51,No,Delhi,TS,No
37673986,Female,65+,No,Bangalore,KA,Yes
88815307,Others,22-35,Yes,Ahmedabad,GJ,No
68864071,Others,52-65,Yes,Bangalore,DL,No
18783273,Female,65+,Yes,Delhi,RJ,Yes
40267975,Others,52-65,Yes,Hyderabad,MH,No
31741858,Male,52-65,Yes,Jaipur,TS,No
61081256,Female,36-51,No,Hyderabad,MH,Yes
16228945,Female,52-65,Yes,Delhi,MH,Yes
68127982,Female,18-21,No,Pune,TS,No
69042818,Others,65+,No,Chennai,RJ,No
79778167,Male,22-35,Yes,Ahmedabad,TN,No
39594280,Others,22-35,No,Mumbai,TN,Yes
19416789,Male,18-21,Yes,Chennai,RJ,No
28244807,Male,36-51,Yes,Pune,TN,Yes
87436157,Others,36-51,Yes,Hyderabad,RJ,No
35235147,Female,52-65,Yes,Hyderabad,MH,No
68602912,Others,52-65,Yes,Jaipur,MH,No
43316191,Female,52-65,Yes,Delhi,GJ,No
21587722,Male,22-35,No,Ahmedabad,MH,Yes
25498825,Others,52-65,No,Delhi,TN,No
63740532,Female,36-51,Yes,Chennai,DL,No
77086446,Female,18-21,Yes,Delhi,KA,No
39535384,Female,22-35,No,Delhi,TN,Yes
93800599,Male,22-35,No,Delhi,TS,No
50783917,Female,22-35,Yes,Jaipur,KA,Yes
21025439,Male,22-35,Yes,Jaipur,TS,Yes
41546959,Male,22-35,No,Mumbai,GJ,Yes
41365135,Male,65+,Yes,Mumbai,MH,Yes
65421930,Female,65+,Yes,Chennai,GJ,Yes
23233098,Others,65+,Yes,Chennai,RJ,No
13499522,Others,36-51,No,Pune,TS,No
93224514,Female,36-51,Yes,Mumbai,TN,Yes
42696232,Male,65+,Yes,Bangalore,MH,No
42516868,Male,18-21,No,Delhi,MH,No
37372681,Male,36-51,No,Hyderabad,RJ,Yes
99416393,Others,52-65,No,Mumbai,TS,No
10557906,Male,52-65,No,Delhi,DL,No
73387550,Others,65+,Yes,Pune,RJ,No
81071253,Male,52-65,No,Hyderabad,RJ,Yes
91641045,Others,36-51,Yes,Bangalore,TS,Yes
36754755,Female,18-21,Yes,Mumbai,TS,Yes
35636903,Male,22-35,No,Jaipur,MH,Yes
16463521,Others,18-21,Yes,Jaipur,MH,Yes
84332529,Female,36-51,No,Ahmedabad,TN,Yes
58763893,Male,18-21,Yes,Pune,RJ,No
60401953,Others,36-51,Yes,Bangalore,GJ,Yes
85769135,Others,36-51,Yes,Jaipur,RJ,No
51228163,Female,65+,No,Jaipur,MH,No
